Route,transportation_mode,avg_cost,avg_carbon,on_time_percent,shipment_count
PORT_059 -> PORT_010,Air,38429.5,4974.87,100.0,1
PORT_059 -> PORT_012,Multimodal,23572.16,403.11,100.0,1
PORT_059 -> PORT_013,Road,17139.15,1870.02,100.0,1
PORT_059 -> PORT_014,Air,34745.29,3152.53,0.0,1
PORT_059 -> PORT_015,Sea,36935.23,2316.14,0.0,1
PORT_059 -> PORT_017,Multimodal,4115.34,261.03,100.0,1
PORT_059 -> PORT_017,Road,27215.92,2015.5,100.0,1
PORT_059 -> PORT_019,Sea,3898.47,327.19,0.0,1
PORT_059 -> PORT_020,Multimodal,23029.71,3060.36,100.0,1
PORT_059 -> PORT_021,Multimodal,26181.24,3560.82,100.0,1
PORT_059 -> PORT_021,Sea,13023.27,1511.34,0.0,1
PORT_059 -> PORT_022,Air,17620.74,3389.76,100.0,1
PORT_059 -> PORT_023,Sea,9567.86,1907.78,100.0,1
PORT_059 -> PORT_024,Rail,19078.74,356.07,100.0,1
PORT_059 -> PORT_026,Air,5343.16,1762.2,100.0,1
PORT_059 -> PORT_027,Multimodal,11857.34,2552.82,100.0,1
PORT_059 -> PORT_028,Air,5881.79,3549.91,100.0,1
PORT_059 -> PORT_028,Multimodal,22960.45,2898.31,100.0,1
PORT_059 -> PORT_029,Air,30693.8,4500.05,100.0,1
PORT_059 -> PORT_034,Multimodal,36464.61,437.2,100.0,1
PORT_059 -> PORT_036,Rail,14132.51,1505.74,100.0,1
PORT_059 -> PORT_041,Air,4982.71,2080.52,100.0,1
PORT_059 -> PORT_042,Multimodal,8487.75,2545.93,100.0,1
PORT_059 -> PORT_042,Rail,24635.63,1901.25,100.0,1
PORT_059 -> PORT_043,Rail,4434.52,4176.42,100.0,1
PORT_059 -> PORT_044,Multimodal,4862.54,3768.61,0.0,1
PORT_059 -> PORT_045,Sea,9615.78,272.24,0.0,1
PORT_059 -> PORT_051,Multimodal,37632.07,4745.1,100.0,1
PORT_059 -> PORT_051,Road,24848.27,1488.04,100.0,1
PORT_059 -> PORT_053,Multimodal,3924.43,4820.85,100.0,1
PORT_059 -> PORT_055,Air,45208.47,2671.31,0.0,1
PORT_059 -> PORT_055,Sea,6489.64,3060.75,100.0,1
PORT_059 -> PORT_056,Air,8474.24,4082.97,100.0,1
PORT_059 -> PORT_057,Air,7283.61,3028.5,100.0,1
PORT_059 -> PORT_057,Road,7791.06,567.26,0.0,1
PORT_059 -> PORT_058,Air,8115.62,2272.7,0.0,1
PORT_059 -> PORT_059,Air,17845.86,3885.76,100.0,1
PORT_059 -> PORT_059,Multimodal,14891.86,2883.74,100.0,1
PORT_059 -> PORT_062,Rail,12274.82,814.34,100.0,1
PORT_059 -> PORT_063,Multimodal,39486.64,742.36,100.0,1
PORT_059 -> PORT_063,Rail,29943.48,2210.13,100.0,1
PORT_059 -> PORT_071,Air,7755.1,2637.12,100.0,1
PORT_059 -> PORT_075,Sea,2754.89,1206.43,100.0,1
PORT_059 -> PORT_079,Air,22706.41,762.52,100.0,1
PORT_059 -> PORT_080,Multimodal,41558.4,4617.28,100.0,1
PORT_059 -> PORT_080,Sea,35208.82,3592.03,0.0,1
PORT_059 -> PORT_083,Air,23832.61,3889.07,100.0,1
PORT_059 -> PORT_083,Rail,48399.49,2075.96,100.0,1
PORT_059 -> PORT_085,Air,11754.27,4274.07,100.0,1
PORT_059 -> PORT_085,Rail,14182.29,2317.17,100.0,1
PORT_059 -> PORT_086,Rail,9128.96,3877.92,100.0,1
PORT_059 -> PORT_087,Sea,25169.61,2300.22,0.0,1
PORT_059 -> PORT_094,Multimodal,33304.6,2580.08,100.0,1
PORT_059 -> PORT_096,Road,44562.39,4803.38,100.0,1
PORT_059 -> PORT_097,Rail,17071.23,1467.27,100.0,1
PORT_059 -> PORT_105,Sea,46727.31,1938.88,100.0,1
PORT_059 -> PORT_112,Air,29729.36,3019.61,100.0,1
PORT_059 -> PORT_112,Rail,10321.04,1475.59,100.0,1
PORT_059 -> PORT_112,Road,26047.88,3926.6,100.0,1
PORT_059 -> PORT_116,Air,40708.37,3484.22,100.0,1
PORT_059 -> PORT_117,Sea,1333.87,4006.26,100.0,1
PORT_059 -> PORT_118,Road,16842.65,1547.61,100.0,1
PORT_059 -> PORT_119,Rail,27047.53,2853.69,100.0,1
PORT_059 -> PORT_120,Sea,2791.54,1013.64,50.0,2
PORT_059 -> PORT_122,Road,32499.03,4827.97,100.0,1
PORT_059 -> PORT_124,Multimodal,43071.02,3011.51,100.0,1
PORT_059 -> PORT_128,Road,36826.55,1688.27,100.0,3
PORT_059 -> PORT_130,Road,35982.06,2887.21,100.0,1
PORT_059 -> PORT_132,Air,30035.02,2516.8,0.0,1
PORT_059 -> PORT_137,Air,15352.44,3948.82,100.0,1
PORT_059 -> PORT_143,Air,3589.31,762.63,100.0,1
PORT_059 -> PORT_145,Multimodal,8848.11,2560.56,100.0,1
PORT_059 -> PORT_148,Air,47277.15,501.23,100.0,1
PORT_059 -> PORT_148,Road,44074.79,943.9,0.0,1
PORT_059 -> PORT_150,Road,6877.09,2818.04,100.0,1
PORT_059 -> PORT_152,Air,11649.19,2107.3,100.0,1
PORT_059 -> PORT_152,Multimodal,5686.2,4910.44,100.0,1
PORT_059 -> PORT_154,Air,23931.73,425.13,100.0,1
PORT_059 -> PORT_158,Air,4772.42,1875.01,100.0,1
PORT_059 -> PORT_162,Rail,11379.01,1673.85,100.0,1
PORT_059 -> PORT_164,Air,21425.03,2215.86,100.0,1
PORT_059 -> PORT_164,Sea,31304.9,3714.64,100.0,1
PORT_059 -> PORT_165,Multimodal,19313.5,4009.29,100.0,1
PORT_059 -> PORT_166,Sea,41315.0,3058.14,100.0,1
PORT_059 -> PORT_168,Sea,48890.73,1543.24,0.0,1
PORT_059 -> PORT_170,Air,38170.43,2125.52,100.0,1
PORT_059 -> PORT_171,Road,4667.87,833.03,0.0,1
PORT_059 -> PORT_174,Multimodal,12846.17,4579.44,100.0,1
PORT_059 -> PORT_174,Road,49756.22,4361.72,100.0,1
PORT_059 -> PORT_180,Rail,43053.36,3457.98,100.0,1
PORT_059 -> PORT_180,Sea,33138.84,1044.63,100.0,1
PORT_059 -> PORT_181,Sea,30471.86,4371.61,0.0,1
PORT_059 -> PORT_183,Air,42461.78,3857.95,100.0,1
PORT_059 -> PORT_188,Road,15447.49,1033.46,0.0,1
PORT_060 -> PORT_001,Sea,46086.54,1410.25,100.0,1
PORT_060 -> PORT_003,Road,28764.11,2840.58,100.0,1
PORT_060 -> PORT_006,Sea,13052.38,1299.08,0.0,1
PORT_060 -> PORT_010,Rail,2437.92,1044.15,100.0,1
PORT_060 -> PORT_011,Road,16808.88,4147.48,100.0,1
PORT_060 -> PORT_013,Rail,13046.33,2552.55,100.0,1
PORT_060 -> PORT_014,Sea,34867.33,4553.75,100.0,1
PORT_060 -> PORT_015,Road,4042.48,2745.83,100.0,1
PORT_060 -> PORT_018,Road,38555.73,816.16,100.0,1
PORT_060 -> PORT_021,Air,46467.72,2382.75,100.0,1
PORT_060 -> PORT_022,Air,25704.2,184.63,100.0,1
PORT_060 -> PORT_022,Road,24457.63,3898.42,100.0,1
PORT_060 -> PORT_023,Multimodal,12319.14,4983.39,100.0,1
PORT_060 -> PORT_025,Rail,47357.69,4583.38,100.0,1
PORT_060 -> PORT_025,Sea,40546.96,2562.77,0.0,1
PORT_060 -> PORT_036,Road,28548.37,1949.57,0.0,1
PORT_060 -> PORT_040,Road,10649.41,2641.66,100.0,2
PORT_060 -> PORT_041,Air,27030.38,2705.44,100.0,1
PORT_060 -> PORT_046,Road,33697.87,1249.97,100.0,1
PORT_060 -> PORT_046,Sea,49426.35,2080.59,100.0,1
PORT_060 -> PORT_049,Rail,41726.35,112.59,100.0,1
PORT_060 -> PORT_051,Multimodal,31515.3,2116.04,50.0,2
PORT_060 -> PORT_052,Road,17593.3,2209.97,100.0,1
PORT_060 -> PORT_053,Road,32088.78,4827.48,100.0,1
PORT_060 -> PORT_068,Sea,31680.73,2603.21,100.0,1
PORT_060 -> PORT_072,Rail,43817.41,3430.07,100.0,1
PORT_060 -> PORT_073,Road,37580.5,2871.34,100.0,1
PORT_060 -> PORT_076,Multimodal,43113.97,2476.91,100.0,1
PORT_060 -> PORT_079,Sea,48310.55,1683.99,100.0,1
PORT_060 -> PORT_083,Air,16525.93,2479.65,100.0,1
PORT_060 -> PORT_088,Road,29229.25,1013.48,100.0,1
PORT_060 -> PORT_091,Rail,18745.43,1886.02,100.0,1
PORT_060 -> PORT_092,Rail,36609.12,757.33,100.0,2
PORT_060 -> PORT_093,Sea,5851.38,2732.68,100.0,1
PORT_060 -> PORT_095,Multimodal,38818.67,3102.02,0.0,1
PORT_060 -> PORT_097,Air,3708.67,3986.58,100.0,1
PORT_060 -> PORT_097,Multimodal,34707.82,4560.08,100.0,1
PORT_060 -> PORT_097,Road,18806.0,3381.85,100.0,1
PORT_060 -> PORT_098,Road,47769.97,2342.37,100.0,1
PORT_060 -> PORT_099,Road,6191.28,4541.99,100.0,1
PORT_060 -> PORT_100,Rail,31780.89,2341.02,100.0,2
PORT_060 -> PORT_100,Road,23214.51,3029.97,100.0,2
PORT_060 -> PORT_103,Road,43910.48,438.26,100.0,1
PORT_060 -> PORT_103,Sea,39667.76,2295.42,50.0,2
PORT_060 -> PORT_104,Sea,5706.44,1275.57,100.0,1
PORT_060 -> PORT_108,Sea,9699.62,1416.04,0.0,1
PORT_060 -> PORT_110,Air,41594.84,388.47,100.0,1
PORT_060 -> PORT_111,Sea,47500.05,982.14,100.0,1
PORT_060 -> PORT_116,Multimodal,2490.96,4102.12,100.0,1
PORT_060 -> PORT_117,Multimodal,31516.91,320.0,100.0,1
PORT_060 -> PORT_124,Air,40891.54,118.83,100.0,1
PORT_060 -> PORT_124,Rail,28316.95,1377.37,100.0,1
PORT_060 -> PORT_126,Rail,19264.25,1355.19,100.0,1
PORT_060 -> PORT_129,Air,6667.64,1924.34,100.0,1
PORT_060 -> PORT_134,Air,10179.07,3783.22,100.0,1
PORT_060 -> PORT_135,Air,11885.8,1995.86,0.0,1
PORT_060 -> PORT_138,Air,25472.06,2452.34,100.0,1
PORT_060 -> PORT_140,Sea,9986.64,1173.64,100.0,1
PORT_060 -> PORT_146,Road,6693.72,3604.74,0.0,1
PORT_060 -> PORT_150,Multimodal,9307.27,1832.04,100.0,2
PORT_060 -> PORT_153,Multimodal,27090.14,1358.26,0.0,1
PORT_060 -> PORT_153,Road,44774.03,396.4,100.0,1
PORT_060 -> PORT_154,Sea,10643.34,3104.01,100.0,1
PORT_060 -> PORT_157,Sea,26597.29,2921.31,0.0,1
PORT_060 -> PORT_158,Sea,18236.84,153.26,0.0,1
PORT_060 -> PORT_159,Road,20278.77,463.77,100.0,1
PORT_060 -> PORT_160,Road,41605.13,1283.02,100.0,1
PORT_060 -> PORT_161,Road,31063.57,4057.64,100.0,1
PORT_060 -> PORT_162,Rail,3139.22,2909.84,100.0,1
PORT_060 -> PORT_164,Air,27280.49,3126.8,100.0,1
PORT_060 -> PORT_165,Air,12985.66,1702.33,0.0,1
PORT_060 -> PORT_168,Road,15973.24,1625.46,0.0,1
PORT_060 -> PORT_171,Multimodal,35600.24,1900.54,100.0,1
PORT_060 -> PORT_175,Multimodal,17051.01,145.4,100.0,1
PORT_060 -> PORT_175,Sea,6724.74,2680.86,100.0,1
PORT_060 -> PORT_176,Multimodal,26319.49,2497.84,100.0,1
PORT_060 -> PORT_176,Road,11238.18,118.16,100.0,1
PORT_060 -> PORT_180,Air,20646.22,1790.33,0.0,1
PORT_060 -> PORT_185,Multimodal,15060.44,2573.69,100.0,1
PORT_060 -> PORT_186,Air,49799.92,1776.95,0.0,1
PORT_060 -> PORT_188,Multimodal,20427.81,3659.82,100.0,1
PORT_060 -> PORT_190,Rail,17481.67,3227.2,100.0,1
PORT_060 -> PORT_196,Sea,7018.5,852.66,100.0,1
PORT_060 -> PORT_198,Air,32179.57,3377.82,100.0,1
PORT_060 -> PORT_200,Multimodal,23944.07,3343.59,100.0,1
PORT_061 -> PORT_002,Sea,41392.92,3827.5,100.0,1
PORT_061 -> PORT_003,Rail,7603.12,2960.88,100.0,1
PORT_061 -> PORT_004,Rail,11367.74,3345.39,100.0,1
PORT_061 -> PORT_006,Road,31844.59,3836.16,100.0,1
PORT_061 -> PORT_009,Road,18264.53,4846.36,100.0,1
PORT_061 -> PORT_011,Air,9530.13,2461.8,100.0,1
PORT_061 -> PORT_012,Rail,30484.44,2052.07,0.0,1
PORT_061 -> PORT_016,Air,43598.9,1412.05,100.0,1
PORT_061 -> PORT_016,Road,15843.29,2974.88,100.0,2
PORT_061 -> PORT_022,Multimodal,3074.64,4697.16,100.0,1
PORT_061 -> PORT_022,Sea,41540.45,1146.73,100.0,1
PORT_061 -> PORT_025,Road,21689.85,3693.66,100.0,1
PORT_061 -> PORT_026,Road,21109.83,3754.24,100.0,1
PORT_061 -> PORT_032,Air,9125.9,3287.49,0.0,1
PORT_061 -> PORT_033,Rail,6996.07,2058.85,100.0,1
PORT_061 -> PORT_035,Sea,26212.95,4085.85,0.0,1
PORT_061 -> PORT_041,Air,10761.32,2501.64,100.0,1
PORT_061 -> PORT_041,Sea,48621.23,1497.29,0.0,1
PORT_061 -> PORT_043,Rail,42529.27,1124.18,100.0,1
PORT_061 -> PORT_044,Air,49272.64,345.7,0.0,1
PORT_061 -> PORT_044,Road,39609.54,3354.43,100.0,1
PORT_061 -> PORT_046,Sea,26292.75,3515.64,100.0,2
PORT_061 -> PORT_050,Road,44375.26,2927.36,100.0,1
PORT_061 -> PORT_052,Road,40393.72,1604.57,100.0,1
PORT_061 -> PORT_053,Road,3340.72,3251.32,0.0,1
PORT_061 -> PORT_054,Air,36142.77,4889.02,100.0,1
PORT_061 -> PORT_055,Multimodal,48020.79,1907.03,100.0,1
PORT_061 -> PORT_064,Road,43288.02,933.66,100.0,1
PORT_061 -> PORT_065,Air,17500.59,798.34,100.0,1
PORT_061 -> PORT_072,Rail,29659.42,1001.22,100.0,1
PORT_061 -> PORT_074,Multimodal,44899.03,419.62,0.0,1
PORT_061 -> PORT_074,Sea,39738.17,3130.89,100.0,1
PORT_061 -> PORT_077,Road,6365.57,2731.15,100.0,1
PORT_061 -> PORT_078,Road,7844.8,3767.34,100.0,1
PORT_061 -> PORT_079,Multimodal,31900.49,1620.71,100.0,1
PORT_061 -> PORT_085,Multimodal,828.66,4121.14,100.0,1
PORT_061 -> PORT_088,Road,44934.27,2657.53,100.0,1
PORT_061 -> PORT_090,Sea,10909.35,4363.47,100.0,1
PORT_061 -> PORT_093,Road,47968.28,715.01,100.0,1
PORT_061 -> PORT_094,Road,30066.3,1692.29,100.0,1
PORT_061 -> PORT_098,Multimodal,42347.08,3881.09,100.0,1
PORT_061 -> PORT_099,Multimodal,20152.26,2623.32,100.0,1
PORT_061 -> PORT_101,Multimodal,24323.47,4945.73,100.0,1
PORT_061 -> PORT_102,Rail,32352.74,3482.29,100.0,1
PORT_061 -> PORT_102,Sea,31787.62,3394.09,100.0,1
PORT_061 -> PORT_104,Road,36981.47,2614.51,100.0,2
PORT_061 -> PORT_107,Multimodal,43144.12,2392.47,100.0,1
PORT_061 -> PORT_109,Rail,24294.98,4370.54,100.0,1
PORT_061 -> PORT_111,Road,26286.17,1135.16,100.0,1
PORT_061 -> PORT_113,Road,49974.77,1874.6,100.0,1
PORT_061 -> PORT_119,Air,23902.09,3605.68,100.0,1
PORT_061 -> PORT_124,Rail,33973.34,4311.47,100.0,1
PORT_061 -> PORT_128,Rail,33145.93,4300.77,100.0,1
PORT_061 -> PORT_129,Multimodal,47788.05,3380.74,100.0,1
PORT_061 -> PORT_132,Sea,6916.71,3920.28,100.0,1
PORT_061 -> PORT_133,Multimodal,49348.65,4565.7,100.0,1
PORT_061 -> PORT_133,Road,27749.84,4869.5,0.0,1
PORT_061 -> PORT_134,Road,34318.56,3339.82,0.0,1
PORT_061 -> PORT_137,Multimodal,23468.79,4674.21,100.0,1
PORT_061 -> PORT_137,Rail,43326.36,766.25,100.0,1
PORT_061 -> PORT_139,Multimodal,47826.49,2797.3,100.0,1
PORT_061 -> PORT_139,Sea,24017.54,4886.37,100.0,1
PORT_061 -> PORT_141,Multimodal,36250.28,588.18,100.0,1
PORT_061 -> PORT_144,Multimodal,15918.88,699.72,100.0,1
PORT_061 -> PORT_145,Sea,16737.62,4285.03,100.0,1
PORT_061 -> PORT_148,Air,20694.15,3639.17,100.0,1
PORT_061 -> PORT_148,Rail,37318.54,741.46,0.0,1
PORT_061 -> PORT_151,Air,34182.03,2328.29,100.0,1
PORT_061 -> PORT_151,Rail,3684.7,4699.62,100.0,1
PORT_061 -> PORT_156,Multimodal,3606.59,1082.89,100.0,1
PORT_061 -> PORT_161,Road,7395.37,774.95,100.0,1
PORT_061 -> PORT_162,Rail,8487.18,473.23,100.0,1
PORT_061 -> PORT_162,Road,25907.78,3365.04,50.0,2
PORT_061 -> PORT_164,Rail,4319.69,3740.09,100.0,1
PORT_061 -> PORT_167,Air,16305.24,1840.99,100.0,1
PORT_061 -> PORT_167,Sea,33818.57,4997.29,100.0,1
PORT_061 -> PORT_170,Rail,15080.19,2474.8,100.0,1
PORT_061 -> PORT_172,Rail,42468.77,1905.89,100.0,1
PORT_061 -> PORT_173,Rail,11652.21,939.96,100.0,1
PORT_061 -> PORT_175,Sea,30265.32,697.07,100.0,1
PORT_061 -> PORT_177,Multimodal,32809.1,1082.66,100.0,1
PORT_061 -> PORT_178,Rail,32991.28,3627.15,100.0,1
PORT_061 -> PORT_178,Sea,19428.94,4340.02,100.0,1
PORT_061 -> PORT_179,Multimodal,25164.14,2759.68,100.0,1
PORT_061 -> PORT_180,Air,33860.34,65.76,100.0,1
PORT_061 -> PORT_182,Road,2046.39,77.02,100.0,1
PORT_061 -> PORT_184,Air,28645.43,275.47,100.0,1
PORT_061 -> PORT_185,Rail,9234.58,2614.74,100.0,1
PORT_061 -> PORT_186,Multimodal,18877.77,4710.82,0.0,1
PORT_061 -> PORT_187,Multimodal,42407.3,590.78,100.0,1
PORT_061 -> PORT_191,Multimodal,11378.86,1457.02,0.0,1
PORT_061 -> PORT_191,Road,48764.34,1652.04,100.0,1
PORT_061 -> PORT_192,Road,44067.37,2926.13,100.0,1
PORT_061 -> PORT_194,Multimodal,24038.07,4667.76,100.0,1
PORT_061 -> PORT_194,Rail,11055.01,4725.81,100.0,1
PORT_061 -> PORT_194,Road,1450.07,204.7,100.0,1
PORT_061 -> PORT_195,Multimodal,11508.77,454.29,100.0,1
PORT_061 -> PORT_195,Sea,17904.38,3516.36,100.0,1
PORT_061 -> PORT_197,Rail,41854.22,3998.07,100.0,1
PORT_061 -> PORT_198,Road,15981.89,3290.89,100.0,1
PORT_061 -> PORT_199,Multimodal,37534.37,3394.05,100.0,1
PORT_061 -> PORT_200,Rail,35706.87,2972.87,100.0,2
PORT_062 -> PORT_001,Air,2669.94,2660.51,0.0,1
PORT_062 -> PORT_001,Road,37539.75,3915.84,0.0,1
PORT_062 -> PORT_003,Air,17934.92,1884.62,100.0,1
PORT_062 -> PORT_004,Multimodal,38393.98,1713.25,100.0,1
PORT_062 -> PORT_009,Road,27224.84,2716.41,100.0,1
PORT_062 -> PORT_017,Sea,27167.33,190.71,100.0,1
PORT_062 -> PORT_020,Rail,33827.67,440.05,0.0,1
PORT_062 -> PORT_020,Road,35262.67,662.48,100.0,1
PORT_062 -> PORT_022,Rail,13109.12,1675.86,0.0,1
PORT_062 -> PORT_023,Rail,41493.13,1365.74,100.0,1
PORT_062 -> PORT_030,Road,22005.35,1451.57,100.0,1
PORT_062 -> PORT_031,Multimodal,31214.0,4004.67,100.0,1
PORT_062 -> PORT_036,Rail,23529.32,901.41,100.0,1
PORT_062 -> PORT_036,Sea,28753.32,1606.41,100.0,1
PORT_062 -> PORT_040,Multimodal,10217.48,4221.79,100.0,1
PORT_062 -> PORT_042,Multimodal,43974.21,3620.12,100.0,1
PORT_062 -> PORT_042,Sea,39775.27,2960.68,100.0,1
PORT_062 -> PORT_048,Multimodal,39675.59,111.92,100.0,1
PORT_062 -> PORT_051,Sea,48005.4,4786.53,0.0,1
PORT_062 -> PORT_053,Air,20383.51,3584.3,100.0,1
PORT_062 -> PORT_055,Air,12756.62,486.08,0.0,1
PORT_062 -> PORT_056,Multimodal,28817.35,777.28,0.0,1
PORT_062 -> PORT_059,Multimodal,17377.81,1686.93,0.0,1
PORT_062 -> PORT_060,Multimodal,35592.64,1883.56,100.0,1
PORT_062 -> PORT_063,Air,37333.33,1726.66,100.0,1
PORT_062 -> PORT_067,Air,20218.19,2640.69,100.0,1
PORT_062 -> PORT_069,Air,7719.76,1921.95,100.0,1
PORT_062 -> PORT_073,Air,36819.1,738.22,100.0,1
PORT_062 -> PORT_075,Air,17656.16,443.61,100.0,1
PORT_062 -> PORT_075,Multimodal,40544.28,3085.2,100.0,1
PORT_062 -> PORT_075,Road,28401.29,4824.2,100.0,1
PORT_062 -> PORT_077,Air,11332.44,4477.24,100.0,1
PORT_062 -> PORT_077,Road,14926.34,3338.21,100.0,1
PORT_062 -> PORT_078,Sea,17487.08,2805.67,100.0,1
PORT_062 -> PORT_080,Sea,45597.37,3793.27,100.0,1
PORT_062 -> PORT_083,Air,20109.55,1689.24,0.0,1
PORT_062 -> PORT_083,Road,45037.68,2056.9,100.0,1
PORT_062 -> PORT_083,Sea,5032.36,3162.34,0.0,1
PORT_062 -> PORT_085,Sea,14634.37,3376.05,100.0,1
PORT_062 -> PORT_086,Road,10355.35,2824.92,100.0,1
PORT_062 -> PORT_089,Air,12723.11,3230.17,100.0,1
PORT_062 -> PORT_089,Sea,44923.75,3939.6,0.0,1
PORT_062 -> PORT_090,Multimodal,27688.13,341.46,0.0,1
PORT_062 -> PORT_091,Road,44529.2,2412.05,100.0,1
PORT_062 -> PORT_095,Road,22366.08,2455.26,100.0,1
PORT_062 -> PORT_096,Air,43919.11,2574.83,0.0,1
PORT_062 -> PORT_101,Road,10021.3,474.01,100.0,1
PORT_062 -> PORT_104,Air,14701.03,859.63,100.0,1
PORT_062 -> PORT_106,Air,15550.04,3587.07,100.0,1
PORT_062 -> PORT_107,Rail,8085.35,537.2,100.0,1
PORT_062 -> PORT_108,Sea,26209.73,2136.2,100.0,1
PORT_062 -> PORT_109,Sea,761.42,504.78,100.0,1
PORT_062 -> PORT_111,Air,45648.47,461.96,100.0,1
PORT_062 -> PORT_117,Sea,10267.83,1388.22,0.0,1
PORT_062 -> PORT_119,Sea,7891.46,446.48,100.0,1
PORT_062 -> PORT_121,Air,40384.41,855.1,100.0,1
PORT_062 -> PORT_125,Sea,642.17,242.48,100.0,1
PORT_062 -> PORT_127,Sea,2989.81,4026.51,100.0,1
PORT_062 -> PORT_128,Air,10727.66,4569.34,100.0,1
PORT_062 -> PORT_130,Road,25753.64,4168.17,100.0,1
PORT_062 -> PORT_139,Sea,32178.91,2691.94,100.0,1
PORT_062 -> PORT_141,Multimodal,12543.43,1699.07,0.0,1
PORT_062 -> PORT_145,Rail,31245.86,1109.7,0.0,1
PORT_062 -> PORT_146,Air,39559.2,930.61,100.0,1
PORT_062 -> PORT_147,Rail,18677.82,4992.32,100.0,1
PORT_062 -> PORT_149,Rail,41240.25,4398.78,100.0,1
PORT_062 -> PORT_151,Air,6103.28,3708.92,0.0,1
PORT_062 -> PORT_151,Multimodal,22059.76,4476.68,100.0,1
PORT_062 -> PORT_154,Sea,38053.77,3997.23,100.0,2
PORT_062 -> PORT_155,Rail,22937.86,2990.26,100.0,1
PORT_062 -> PORT_160,Road,9623.45,353.37,100.0,1
PORT_062 -> PORT_162,Rail,34574.98,4666.47,100.0,1
PORT_062 -> PORT_166,Air,30282.15,4059.24,0.0,1
PORT_062 -> PORT_167,Road,24349.83,4069.34,0.0,1
PORT_062 -> PORT_171,Road,38230.37,261.64,0.0,1
PORT_062 -> PORT_172,Multimodal,1641.03,81.9,100.0,1
PORT_062 -> PORT_172,Sea,11615.68,224.06,0.0,1
PORT_062 -> PORT_176,Multimodal,46113.84,1998.03,100.0,1
PORT_062 -> PORT_176,Sea,25294.65,554.9,100.0,1
PORT_062 -> PORT_185,Rail,23918.34,4168.34,100.0,1
PORT_062 -> PORT_188,Multimodal,1319.15,3399.98,100.0,1
PORT_062 -> PORT_192,Rail,9340.92,2290.8,100.0,1
PORT_062 -> PORT_197,Multimodal,43628.82,164.08,100.0,1
PORT_062 -> PORT_200,Air,35266.8,3329.85,100.0,1
PORT_063 -> PORT_002,Rail,34693.67,1395.28,100.0,2
PORT_063 -> PORT_002,Sea,38054.4,2583.66,100.0,1
PORT_063 -> PORT_005,Air,43854.83,2009.83,100.0,1
PORT_063 -> PORT_007,Sea,23990.14,4044.49,100.0,1
PORT_063 -> PORT_010,Sea,4520.47,1099.29,100.0,1
PORT_063 -> PORT_011,Air,29415.35,2964.76,100.0,1
PORT_063 -> PORT_014,Multimodal,35277.42,3346.58,100.0,1
PORT_063 -> PORT_015,Air,25488.25,4984.04,100.0,1
PORT_063 -> PORT_015,Sea,20617.0,4628.84,100.0,1
PORT_063 -> PORT_017,Rail,43578.33,1859.87,100.0,1
PORT_063 -> PORT_023,Multimodal,12493.66,850.8,100.0,1
PORT_063 -> PORT_025,Multimodal,40734.25,537.7,100.0,1
PORT_063 -> PORT_029,Multimodal,42679.48,2527.36,100.0,1
PORT_063 -> PORT_031,Air,46251.62,4018.01,100.0,1
PORT_063 -> PORT_032,Multimodal,2973.41,3362.74,100.0,1
PORT_063 -> PORT_032,Sea,7149.26,317.02,100.0,1
PORT_063 -> PORT_033,Air,37372.24,2302.93,0.0,1
PORT_063 -> PORT_035,Rail,37555.38,2269.14,0.0,1
PORT_063 -> PORT_035,Sea,17642.51,4227.64,100.0,1
PORT_063 -> PORT_040,Multimodal,42374.95,3553.12,100.0,1
PORT_063 -> PORT_040,Road,36749.18,4207.9,100.0,1
PORT_063 -> PORT_041,Sea,45635.62,876.57,100.0,1
PORT_063 -> PORT_047,Air,27802.84,2126.98,100.0,1
PORT_063 -> PORT_049,Multimodal,21029.43,3022.24,100.0,1
PORT_063 -> PORT_055,Multimodal,17086.9,2544.27,100.0,1
PORT_063 -> PORT_057,Sea,46086.66,763.8,100.0,1
PORT_063 -> PORT_058,Multimodal,36370.66,2683.06,0.0,1
PORT_063 -> PORT_060,Sea,39379.62,3804.4,100.0,1
PORT_063 -> PORT_064,Sea,606.84,143.3,0.0,1
PORT_063 -> PORT_066,Air,3957.63,4161.82,100.0,1
PORT_063 -> PORT_070,Sea,13621.91,1167.9,0.0,1
PORT_063 -> PORT_072,Air,28482.81,4812.84,100.0,1
PORT_063 -> PORT_073,Road,15899.82,4542.37,100.0,1
PORT_063 -> PORT_073,Sea,35187.97,2012.6,100.0,1
PORT_063 -> PORT_076,Multimodal,8485.78,4048.02,100.0,1
PORT_063 -> PORT_078,Road,11364.31,78.38,100.0,1
PORT_063 -> PORT_085,Rail,10818.38,4711.49,100.0,1
PORT_063 -> PORT_088,Air,14733.81,1670.72,100.0,1
PORT_063 -> PORT_088,Rail,14612.69,2454.2,100.0,1
PORT_063 -> PORT_089,Rail,41058.31,4698.23,100.0,1
PORT_063 -> PORT_090,Road,9083.15,4203.62,100.0,1
PORT_063 -> PORT_092,Rail,40971.5,1422.12,100.0,1
PORT_063 -> PORT_100,Air,959.5,599.88,100.0,1
PORT_063 -> PORT_100,Road,5680.28,4343.72,100.0,1
PORT_063 -> PORT_101,Air,3033.82,3820.31,100.0,1
PORT_063 -> PORT_104,Rail,6801.08,1614.07,100.0,1
PORT_063 -> PORT_104,Sea,1404.53,961.98,100.0,1
PORT_063 -> PORT_106,Multimodal,24200.51,529.64,100.0,1
