supplier_id,supplier_name,region,country,supplier_type,risk_level,financial_health_score,delivery_performance,quality_rating,contract_value_usd,sustainability_score,lead_time_days,capacity_utilization,years_in_partnership,compliance_violations,political_risk_index,financial_health_normalized,delivery_performance_normalized,political_risk_normalized,compliance_violations_normalized,supplier_risk_score
SUP_00363,Premier Manufacturing,Middle East,Singapore,Manufacturer,Medium,66.13096007125094,94.49792778297362,3.615310174712673,42618099.62581282,58.69443566062933,52.51835950898794,98.62043298271732,14,4,6.5957394187181855,0.5251309457447509,0.18674058450139297,0.6597321774827954,0.5,0.44802098914487737
SUP_00364,Elite Technologies,North America,Brazil,Component,Medium,61.232801460850965,95.4814976048866,3.0846689850366067,27711009.017007183,78.30673176978428,10.80783528937526,67.2257493289878,14,1,6.581747595137903,0.6143206196051799,0.14570367075853152,0.6583323938765522,0.125,0.4336058278449419
SUP_00365,Strategic Technologies,Africa,China,Service Provider,Low,93.16883770101532,96.9441706239956,4.2670705872323405,35907499.16400662,55.30880629484972,95.4775766801753,83.78210249443792,18,0,7.050074741207528,0.032803179437494445,0.08467741193895373,0.7051852331555435,0.0,0.1795615419877926
SUP_00366,Strategic Partners,Middle East,Singapore,Manufacturer,Medium,78.34414398596928,81.36684213806525,3.497071487854185,44857073.88672169,47.09117557491747,39.42012597220074,77.06501493905577,17,7,9.92465078777759,0.30274331463816717,0.73460126195913,0.9927663623629516,0.875,0.6275309769155962
SUP_00367,Strategic Supply Co,Asia-Pacific,Norway,Component,Low,44.57726864144398,96.69487356455734,3.60831050897093,45091996.71823007,43.47828618872115,137.62310126318243,73.39311406221402,18,1,3.8669770994740538,0.9175981690460049,0.09507868869287028,0.3867386868276418,0.125,0.48541061159179144
SUP_00368,Global Supply Co,Latin America,Argentina,Distributor,Medium,87.46277928221602,82.69590611367437,4.541629043328642,16459027.264176264,36.91762560397972,117.20993581562593,82.62533805750019,18,2,4.653154744851009,0.136703753077699,0.6791494958407496,0.4653902345175684,0.25,0.3765043968868182
SUP_00369,Elite Industries,North America,Australia,Component,Low,66.43079674599474,88.25611232293207,3.654442366322908,47624940.59416194,41.25971009493291,166.6304668961356,91.295323728942,5,1,8.046117010253408,0.5196712745991464,0.44716423407453565,0.804832261388561,0.125,0.5154842323397315
SUP_00370,Elite Enterprises,Latin America,Netherlands,Service Provider,Medium,43.78146485323681,76.21217929997476,3.4843917840262844,1292550.306629542,27.58643510752811,142.0229625215038,60.9221113378084,9,7,5.783700230218853,0.9320888146074591,0.9496662726452425,0.5784933641739776,0.875,0.8609340804713519
SUP_00371,Superior Supply Co,Middle East,UK,Component,Low,70.23444903398212,76.05314612084985,3.3381154982674115,18872936.272757474,47.74856087431117,36.6357920971272,98.77600450264748,1,1,0.3725721068779963,0.45041126608824056,0.9563015218249187,0.0371480281015132,0.125,0.4869845686030745
SUP_00372,Elite Manufacturing,Middle East,Germany,Raw Material,Medium,62.944035343663614,92.28895710557288,4.549716804363912,44795152.93256664,22.925584989036658,145.02769141633937,92.39526342822845,4,4,8.430785202598566,0.5831610749585617,0.2789041880701739,0.8433156103529373,0.5,0.5355988084750644
SUP_00373,Superior Manufacturing,North America,France,Service Provider,High,88.27621726744437,85.66751947146699,3.259412515980053,13768112.146858295,34.913107773306145,117.30398284245408,90.04614814582314,7,0,0.5149868193804097,0.12189200964943214,0.5551665936369243,0.051395619110998145,0.0,0.22558590577304977
SUP_00374,Global Industries,Asia-Pacific,Norway,Distributor,Low,51.21970319851631,81.15101700886122,3.9075075205007073,13690418.443549853,79.74163556955432,122.06653730810936,90.41549528722014,11,1,1.708201364917843,0.7966472936442492,0.7436060087634413,0.17076834776147173,0.125,0.5883943896390265
SUP_00375,Strategic Group,Europe,Thailand,Raw Material,Medium,85.45555352207006,79.56992390459784,4.013860232154389,15165983.13984034,46.03751909412981,150.64600504477602,75.5624283847461,14,3,1.020799669741872,0.17325295965740406,0.8095730401765193,0.10199863963227891,0.375,0.37007282384237317
SUP_00376,Innovative Group,North America,Canada,Component,Medium,70.6728780151999,91.07888378062124,4.374779825371429,30635053.573103763,73.45896135818751,105.41921210806454,90.06482203379255,10,5,0.7792713288112019,0.4424279929939908,0.32939137622118597,0.07783542672882755,0.625,0.3538556954097177
SUP_00377,Strategic Partners,Europe,UK,Service Provider,Low,43.0035666767408,75.00963705660816,4.266566964665991,21944722.141936973,77.3507340477822,86.55061501177725,75.47080834411831,19,3,0.256848753047102,0.9462534201616749,0.9998392458432233,0.025570719924167717,0.375,0.7210672858024705
SUP_00378,Dynamic Manufacturing,Africa,Germany,Distributor,High,93.45149157290166,94.3413880607245,4.62144134589035,36350405.07584946,66.49482741856909,116.4121811877774,95.94827318299173,8,1,0.5502771397236739,0.02765638680497251,0.19327180062469207,0.05492616761971359,0.125,0.09252932843333933
SUP_00379,Prime Supply Co,Europe,Australia,Raw Material,Low,68.19383842567599,76.90199054711829,3.0895028678524765,44750786.596105054,96.69581930923188,57.14255006771284,67.08889533225879,3,1,4.424391891788099,0.48756837125925767,0.9208856776969068,0.44250411895174857,0.125,0.5722938756031247
SUP_00380,Dynamic Enterprises,Asia-Pacific,Saudi Arabia,Distributor,Medium,55.99822698273704,79.59575075779486,3.5928814495587944,33726258.77839589,21.71518932984906,36.954497940242376,71.69389696860605,8,3,2.528522699826139,0.709636028442662,0.8084954813461414,0.2528357316065929,0.375,0.6144702021022257
SUP_00381,Prime Technologies,Africa,Argentina,Component,Medium,65.8173763094092,84.26967348717815,3.5602682375507597,10263112.673868896,79.09221204705136,112.90287166246812,82.05350170796305,18,1,1.2653688341881877,0.5308409350838482,0.6134881116472046,0.12646606555573134,0.125,0.434176020638847
SUP_00382,Dynamic Manufacturing,Europe,Saudi Arabia,Distributor,Medium,87.18217809346189,86.63660975318649,3.2920338111842167,46637461.022907086,96.70293151523263,45.92346458995859,72.7684414354909,5,3,6.587055427265261,0.14181316877867134,0.5147338013592786,0.658863405174253,0.375,0.3804180889541027
SUP_00383,Strategic Systems,Africa,Sweden,Manufacturer,Medium,56.76967184117849,83.51988277953461,3.5783565077128863,13261419.023706552,88.98173834823514,18.985144135656174,76.96948981181094,20,2,2.2611191063425853,0.6955889301760586,0.6447711948704407,0.22608388155208614,0.25,0.5418837068419728
SUP_00384,Strategic Group,Europe,Brazil,Raw Material,Low,50.59720180676852,82.69709195962305,3.619530628285807,7537220.051641498,33.43141534440107,5.096982302419435,79.69690757594378,11,0,0.1894915534480945,0.8079823075798462,0.6791000194773797,0.01883210553125772,0.0,0.530689349981404
SUP_00385,Advanced Group,Asia-Pacific,UK,Distributor,Low,47.09891858119848,98.13398428975653,4.043768923854957,4543865.579104997,46.14562450013857,111.45589524501176,94.25413395254034,9,0,4.184197837673277,0.8716819067103291,0.035035505808747036,0.4184743920660513,0.0,0.44287829283996605
SUP_00386,Dynamic Industries,Europe,Poland,Component,High,56.38226691146162,90.39791234984146,4.327408957852512,28191017.84627497,33.79614719011723,68.37603710904145,80.92769014434771,19,2,3.104329919783051,0.7026431156530267,0.35780315263367424,0.3104411968433085,0.25,0.4754864314199747
SUP_00387,Prime Corp,Europe,Singapore,Component,Medium,82.90264478720239,75.56239092881732,3.762201027223628,5732435.000908557,68.10466910517633,136.65441986785478,74.49839394458242,12,3,3.186044313464928,0.2197384076734893,0.9767770163303631,0.31861614759320167,0.375,0.4821516974871449
SUP_00388,Elite Group,Europe,Vietnam,Distributor,High,65.9394500857394,85.32422180266352,4.438940462626762,6981855.411425906,76.97503855835939,70.65586970479293,69.90944656140464,5,1,4.452700281815615,0.5286181160279925,0.5694898033460363,0.44533617440558515,0.125,0.4838614222961249
SUP_00389,Superior Systems,North America,India,Component,High,52.5114882031447,96.00020879385528,3.67233067715916,15036522.505745055,45.36590154904466,90.05060344168967,76.34703915168788,16,2,6.689139272342777,0.7731254168687662,0.12406178439222915,0.669076176367506,0.25,0.5052839373386765
SUP_00390,Alpha Supply Co,North America,Poland,Service Provider,High,49.14017497853621,82.23494847385604,3.5805673546295207,14118567.833738968,63.16052591874364,76.23987024269236,80.6294441765748,13,1,6.164791200379939,0.8345130424850035,0.6983817643415735,0.6166188372017096,0.125,0.6791435137368153
SUP_00391,Alpha Systems,North America,USA,Service Provider,Medium,58.30012120807085,77.26935227458532,4.082376111714049,30231763.541090507,75.2736456056956,118.85058844413555,89.84459428812946,6,1,9.372616097888756,0.6677212576994657,0.9055584572122721,0.9375391716718866,0.125,0.7387638745778452
SUP_00392,Advanced Group,Asia-Pacific,Sweden,Service Provider,Medium,91.695840508714,93.20123451815805,3.047432720611581,40846426.70966044,53.70718532888387,67.32435335261943,64.84195104689354,16,1,5.177166663025215,0.059624715779690196,0.24084176621078246,0.5178139438595035,0.125,0.21216520494701152
SUP_00393,Strategic Group,Africa,Thailand,Manufacturer,High,58.86646919245134,89.54433196646595,3.1595782472680005,38079415.32733448,88.32124243643675,173.65933873990406,68.86436752956604,18,3,4.725699097250722,0.65740873088354,0.39341659235577975,0.47264778708975463,0.375,0.5130180274781009
SUP_00394,Dynamic Corp,Middle East,France,Distributor,Medium,94.34682417750494,88.6875001878361,3.8359390871730543,13161098.513088014,81.72399482302538,168.82572265474278,75.18616063474693,17,1,2.1341443521689696,0.011353439237773544,0.4291656881580366,0.21338094985207018,0.125,0.18846727211293443
SUP_00395,Strategic Solutions,Europe,Argentina,Manufacturer,Low,66.68767506709459,76.28583743057779,4.885825422783513,12303259.374399696,25.17324350804565,153.40488296502423,74.41593620478058,12,4,7.553812888481568,0.514993824254426,0.946593077143842,0.7555806942151907,0.5,0.6910915916879612
SUP_00396,Prime Corp,Europe,Argentina,Component,High,49.8540155059583,78.37197623509242,4.443023559686847,48291286.92884303,69.69002392726632,166.05254735023092,75.66992350420847,1,3,1.4077577621428472,0.8215148509413585,0.8595543166316499,0.14071107700244284,0.375,0.6521144507665269
SUP_00397,Strategic Solutions,Asia-Pacific,Germany,Manufacturer,High,89.01270504864301,89.94118550911473,3.1762531390011155,461400.26751840825,38.826044076779965,83.59944548039343,91.74085058561298,7,4,4.911328898204841,0.10848143840581648,0.37685890195556704,0.491218743957161,0.5,0.3046939947404289
SUP_00398,Global Supply Co,Europe,Australia,Component,Medium,65.31954552241548,79.98777219501206,4.692636025561748,43992040.62635778,64.60146117338202,98.87531943816111,72.96617611848693,14,2,4.213221983874444,0.5399058447899928,0.792139398080852,0.42137805389429617,0.25,0.562879768119112
SUP_00399,Strategic Corp,North America,Brazil,Component,Low,79.03192389274884,87.09768191396219,4.464601541216362,10026439.530164128,96.5510754106373,134.86620369769278,80.07592721610658,18,1,6.583008784044032,0.2902196561671696,0.49549675476691046,0.658458566962215,0.125,0.408928602289384
SUP_00400,Superior Industries,Middle East,Canada,Raw Material,Medium,94.10413707650336,88.07716046470544,4.221893051405306,47366851.93833391,90.32496036418,126.8255368642447,84.95628131431586,23,1,9.176214699566588,0.01577248425246658,0.4546305387603464,0.9178905921970815,0.125,0.3387762737685069
SUP_00401,Global Partners,Latin America,Mexico,Service Provider,High,42.75964426759857,81.80417256650254,4.640585921218355,17148248.87713461,52.361312249210535,160.8687542309574,69.2871420073442,1,2,9.465955914982224,0.9506949586762616,0.716354777907795,0.9468771643236313,0.25,0.8095598497075694
SUP_00402,Strategic Manufacturing,Europe,China,Component,High,45.31820078831619,97.76220373299584,3.8082196954859135,22045571.105967958,43.32110866754827,130.35792976992167,88.74781548590155,20,2,1.677992671631584,0.9041066711610796,0.050547090547477413,0.16774618032307387,0.25,0.43535603169328985
SUP_00403,Superior Manufacturing,North America,Netherlands,Raw Material,Low,79.6251207804516,95.2191385640538,3.4430021017077053,35370674.66652183,38.75245955266072,179.62982393998058,81.88445278953124,10,2,2.618172182671782,0.2794182425835229,0.1566499249933102,0.2618045322547346,0.25,0.23612318098234913
SUP_00404,Dynamic Corp,Latin America,South Korea,Service Provider,Low,55.50037518125096,92.33696418318716,4.024046778217519,29404069.121089354,62.601189580521606,65.98851497052843,77.87124652125513,15,4,8.116353199647065,0.7187013207978526,0.2769012165889295,0.8118588984751514,0.5,0.5829226729908502
SUP_00405,Global Systems,Middle East,USA,Component,High,50.13657683225545,76.87185279382582,4.097683511186948,15931069.5188558,29.139876260644503,150.77460489189812,92.39136106953256,11,1,5.182797624491928,0.816369743454536,0.9221430977139837,0.5183772819764593,0.125,0.7193662830913014
SUP_00406,Superior Industries,Latin America,Norway,Component,Medium,42.16490339008512,77.54712046341646,4.076652744019825,27713854.247597784,63.942000650259885,127.08609399571624,69.73981036740727,4,2,4.530345683557319,0.9615244864878484,0.8939692960245034,0.45310405111119023,0.25,0.7684213936247285
SUP_00407,Advanced Enterprises,North America,Sweden,Manufacturer,Medium,41.201569159241096,86.82675230075894,4.130147582960211,36548808.87392617,20.106691159263363,125.99262791262824,95.32703882457292,15,1,7.106254523807058,0.9790656632241709,0.5068005940264197,0.7108056255392751,0.125,0.6983275686054493
SUP_00408,Superior Industries,Africa,South Africa,Manufacturer,Critical,82.59670817158849,78.85712038058365,4.897409836478362,2164630.54782948,45.90797045966759,62.02122909787481,82.44194941466816,21,1,6.019249526069718,0.22530915152621633,0.8393129285696852,0.6020584156415246,0.125,0.47482922230969704
SUP_00409,Alpha Solutions,Africa,Vietnam,Service Provider,Low,47.39383850532525,98.47837112470738,4.804491246192463,609405.2975224206,37.5947451064465,142.4803136740289,84.36699517518633,16,3,9.707140544213344,0.8663117637770318,0.020666853451592804,0.9710059912873554,0.375,0.5844259598037617
SUP_00410,Premier Corp,Latin America,Thailand,Component,Medium,65.7246338784133,78.80448561665783,4.751434073117879,22930443.60669092,97.69750319686256,162.56580391082986,95.00235856675772,15,1,5.8397465228826695,0.5325296650396288,0.8415089783253591,0.5841004018278886,0.125,0.594784639879037
SUP_00411,Alpha Systems,Asia-Pacific,Saudi Arabia,Distributor,Low,73.32432483487156,86.69922805113538,4.602833621817254,6635239.059285534,78.17938556559832,43.24598076609852,92.70330751397344,17,4,4.659738263472533,0.3941482830224353,0.5121212143985936,0.46604886928271744,0.5,0.45450545138509574
SUP_00412,Advanced Group,Latin America,Thailand,Manufacturer,Medium,63.559349031286544,83.73890536419613,4.886856214530571,33233997.35866249,47.97227043697902,114.46194649542322,84.06248275287601,23,2,5.428173620781757,0.5719569406121515,0.6356330424848662,0.542925425754955,0.25,0.5530577741413115
SUP_00413,Advanced Supply Co,Europe,Saudi Arabia,Service Provider,High,41.49086587849282,90.34527411489836,3.1969892833588065,10741920.188560337,27.42760692244964,73.62359509298565,90.12750815392695,11,0,8.085398166969732,0.9737979121994963,0.3599993472085905,0.8087620650263992,0.0,0.6592713820476556
SUP_00414,Innovative Partners,Europe,Spain,Component,Medium,83.09258264233499,78.09687381334619,3.530246522891479,21670912.78444377,61.34404757524992,178.17092087660347,77.33277960931588,18,5,6.126750567852208,0.21627986402464605,0.8710322555640331,0.612813139289789,0.625,0.5328842501370261
SUP_00415,Alpha Partners,Africa,Sweden,Component,Critical,40.57822734979094,85.32759427301738,3.9901118913091698,9923663.296869734,37.075830506083385,88.79574277054428,81.89511013998985,16,3,6.470480913867177,0.9904159801719288,0.569349095719665,0.6472009444646724,0.375,0.7339113096776055
SUP_00416,Elite Supply Co,Asia-Pacific,South Korea,Distributor,Medium,81.90394419076162,81.59292078737144,4.693068986246811,27446755.10816877,62.91436367186862,44.95603041446497,62.482805468340445,15,2,9.71438880036592,0.23792356408954396,0.7251687134770748,0.9717311283703106,0.25,0.5320662653530022
SUP_00417,Innovative Manufacturing,North America,South Africa,Service Provider,Medium,89.13174715834674,96.3060365921205,4.010331423045465,5846870.296259217,86.8289883343114,71.82508441382069,63.59431672000187,11,0,6.183954844254574,0.10631382241282072,0.11130190837939091,0.6185360250777346,0.0,0.1996233064944925
SUP_00418,Superior Systems,Europe,South Africa,Component,Low,63.80619565814448,75.97405709123268,4.496069478683177,1204187.296734639,69.26340416811084,119.4217182179096,93.17701616745327,13,0,3.802852483345398,0.5674621555522595,0.9596013075789123,0.3803234696903967,0.0,0.5909299484326569
SUP_00419,Alpha Enterprises,Africa,Norway,Manufacturer,Medium,69.4548360203789,96.92945985615502,3.277919810497832,2604025.3234295244,70.70307356360019,18.31563998617585,62.38686622729987,18,4,6.9132602701279655,0.4646070967975565,0.08529118078130393,0.6914979069385448,0.5,0.3997297743411228
SUP_00420,Strategic Partners,Middle East,Norway,Distributor,Medium,66.23408659397096,94.991859325272,3.50482762595312,47715209.15368973,63.28242312502492,110.63033603871658,66.77596502530429,8,1,6.594593969773114,0.5232531337628706,0.16613256497436568,0.6596175833667463,0.125,0.40356453967080724
SUP_00421,Alpha Solutions,Africa,Poland,Service Provider,Low,61.40647402428914,82.14169719457956,4.463552190075345,7157196.619616244,94.18125061051272,167.96433285630715,91.83330635801768,9,1,0.138476355063819,0.6111582476765399,0.7022724334316814,0.013728393498453683,0.125,0.4703907077998112
SUP_00422,Alpha Industries,Europe,Germany,Distributor,Medium,88.80834944536981,93.94297571225052,3.329468017775448,35438488.74418492,94.55221475364826,153.81348784012383,60.04583802513025,22,1,4.673292967858331,0.11220251219235922,0.20989452817708765,0.46740492218588964,0.125,0.2138303477672479
SUP_00423,Elite Group,Europe,Australia,Manufacturer,Medium,89.16634308684948,75.74912544812994,3.702711869309853,3442913.900930171,61.017856085884176,16.84286891514709,71.29617315383457,11,4,7.429036028823993,0.1056838714811571,0.9689860001857822,0.743097646413378,0.5,0.5315888779308732
SUP_00424,Strategic Industries,Africa,Sweden,Service Provider,High,58.4699000552844,98.20477320704146,3.529732515627143,5452609.594147349,44.46075897148035,178.84322877933693,83.36154631306488,17,1,4.99041457721129,0.6646297857370788,0.03208202083202982,0.49913071027996764,0.125,0.387802662600434
SUP_00425,Premier Group,North America,Thailand,Distributor,Medium,73.8288364708084,87.63827862215494,3.6997233884449567,25468368.757896267,56.76696047035552,127.27721164817883,83.81799725877187,1,6,7.796211359353894,0.3849617229603627,0.4729417515637486,0.7798309575035073,0.75,0.5268334061539712
SUP_00426,Premier Supply Co,Latin America,Spain,Raw Material,High,90.97991591802251,82.27874462557068,4.416648098155941,23270302.961209465,34.92463297564925,33.399144254954145,91.08611632917894,11,3,4.508836964276144,0.07266085565006108,0.6965544828815875,0.45095225492334334,0.375,0.3657211381091694
SUP_00427,Advanced Corp,Europe,Argentina,Manufacturer,Low,92.91321744177434,83.70199710227224,3.735694362285602,47581436.45652149,70.90754522544714,7.172815604649111,80.23705017968682,7,0,9.833215976372356,0.03745772196402963,0.6371729445103509,0.9836189521407872,0.0,0.4028587625668746
SUP_00428,Global Enterprises,Africa,India,Manufacturer,Low,67.99274722321262,76.59372848305193,4.110526645215881,47244530.87838583,60.007386862578656,34.974461351126486,80.37607478123881,8,1,2.928915892038887,0.49123000416878193,0.9337471171712122,0.29289225628295074,0.125,0.5476945880754666
SUP_00429,Superior Partners,Africa,Sweden,Manufacturer,Medium,64.90536429063798,98.74438833700894,3.1998637541088195,38991451.69499613,28.264038225062396,151.68078612000426,89.01242302162802,19,3,0.9212260814607354,0.5474475950515937,0.009567971448377843,0.09203700198790676,0.375,0.2777568298527322
SUP_00430,Superior Systems,Asia-Pacific,Sweden,Raw Material,Medium,55.32818737606892,75.94300668361662,4.610035386469256,30124986.41486112,35.811822489569224,8.786881865403654,79.94497853065134,4,2,4.300118011540973,0.7218366570350913,0.9608968057434888,0.430071390704709,0.25,0.6880179826780249
SUP_00431,Global Group,Latin America,Netherlands,Raw Material,Low,92.73795302547256,90.71777095554862,3.7397772512962497,22775267.8537809,58.37055649596215,45.800778133165146,84.33964346254467,4,2,5.41709024873919,0.04064907965018205,0.3444578773721916,0.5418166122827108,0.25,0.25296031752827247
SUP_00432,Strategic Systems,Middle East,Singapore,Component,High,47.8547867460077,85.625662264955,4.297068318066685,17841117.789704632,91.00711925750866,137.5284791836032,95.91096273020204,19,2,3.490937316824615,0.8579184416078158,0.5569129776097559,0.3491185496076616,0.25,0.6050649798475854
SUP_00433,Superior Industries,North America,France,Distributor,High,71.89062668262488,97.77398923652916,4.450779203323665,47357022.97142899,65.31125765048779,107.56934378217365,76.05804030449488,24,1,2.42281160117959,0.42025423033530507,0.0500553708127538,0.24226007918828094,0.125,0.24407031921560438
SUP_00434,Elite Systems,Middle East,UAE,Component,Medium,55.54026471352514,80.90399376736309,3.419321844223401,30165295.130663045,74.52280001667766,141.97874931303355,75.40500283676889,9,1,6.72058691385489,0.7179749796037506,0.7539124163290221,0.6722222918678263,0.125,0.660308175113772
SUP_00435,Alpha Group,Latin America,Poland,Distributor,Low,55.345455969128814,87.77008377451227,4.7693499699067,28974672.757915422,47.12228397951278,135.5763381696879,60.14195967459085,17,2,3.771250998562521,0.7215222163839107,0.4674425215674147,0.37716196325213974,0.25,0.5292740356742166
SUP_00436,Innovative Industries,Latin America,Canada,Raw Material,High,62.27327230569037,86.57654900598607,4.232448503213906,11633461.032357298,65.71291144353874,13.855242746315827,84.53705046084927,18,1,6.313685291006369,0.5953748763792509,0.5172396811120774,0.6315146444515302,0.125,0.5321247837756296
SUP_00437,Prime Group,Latin America,USA,Raw Material,Medium,94.933611469861,91.86879465720244,3.857450283502963,2382556.003361398,55.7903858110454,161.1894983414765,61.19087629628528,1,2,7.790714485987759,0.0006687368029522078,0.2964343824372926,0.7792810339585625,0.25,0.2700540162440812
SUP_00438,Premier Systems,Middle East,Netherlands,Component,High,43.02314687619021,76.63224556685809,3.364670367156439,47262169.55898924,72.73039300985286,44.730570999397024,80.16593958913265,14,2,7.610026277600237,0.9458968878927306,0.9321400912025775,0.7612044486949553,0.25,0.8352416722568566
SUP_00439,Premier Industries,Latin America,UK,Service Provider,High,71.81980000119424,79.65093912056052,4.884601875802414,15721076.179290464,24.04604528632083,101.84367704020866,92.16935156128906,4,2,3.753093106356913,0.4215439004174465,0.806192889265775,0.3753453937615723,0.25,0.5105445056990255
SUP_00440,Global Corp,Africa,South Africa,Component,High,44.541468691940246,80.1495556822284,4.51013640826325,22157321.715056717,59.46401729911673,117.75042739236127,81.99684282078653,10,2,5.678982289501747,0.9182500437757611,0.7853893993903638,0.5680170702259942,0.25,0.7415202513726126
SUP_00441,Strategic Partners,Middle East,Argentina,Distributor,Medium,48.49864564947855,92.71561811620056,3.4160491254664977,5776265.182106056,43.67941001151736,34.50993690489169,70.78544660866704,23,3,4.496582244427424,0.8461945326493002,0.26110285795563604,0.4497262563360315,0.375,0.5442539217136172
SUP_00442,Alpha Systems,Latin America,Argentina,Component,Low,64.17596179750943,79.53932871184176,3.675421549448449,41854370.27896914,46.09480490223274,175.84046992267054,91.44673685797486,14,1,8.708052527096603,0.560729151581223,0.8108495456752705,0.8710542573672003,0.125,0.6542573758085104
SUP_00443,Superior Industries,Africa,UK,Manufacturer,Medium,68.07530722405427,88.76380233338344,4.619348516176147,1430210.0511537348,96.87339452464492,90.42729231527908,70.78868016330155,7,6,8.787584797999992,0.4897266842204754,0.4259821779532076,0.879010902070379,0.75,0.5744875074882283
SUP_00444,Superior Systems,Asia-Pacific,Mexico,Distributor,Medium,54.23358246004882,80.16585169202288,4.391355326430678,41707838.56684987,34.61558501691062,15.08747172954385,89.32127123783594,12,2,3.437415828880368,0.7417681176575726,0.7847094904165521,0.3437641009200951,0.25,0.6258729143720138
SUP_00445,Innovative Systems,Latin America,Vietnam,Distributor,High,57.40514219809289,95.67899880201549,4.531568585431449,7057236.388758942,44.89962020628775,169.02085783612208,84.41033820760924,22,1,0.9173744787873072,0.6840177667268338,0.1374634427542536,0.09165167621181383,0.125,0.34567647475937235
SUP_00446,Prime Supply Co,Middle East,Argentina,Service Provider,Low,44.78318611407632,97.61245090775132,3.8824022044258646,44333877.425926045,60.79140605846974,107.59687255882191,66.79985186992005,16,0,1.6758248332401948,0.913848655466096,0.05679514089977156,0.16752930332888935,0.0,0.41608386512214773
SUP_00447,Superior Manufacturing,Europe,South Korea,Raw Material,Low,56.677088111433775,87.44383139861377,4.432952525284334,36502143.23494106,89.0421558519699,127.35880964674088,96.20535499376744,5,2,3.6700174213088377,0.697274770369796,0.4810545603976739,0.3670342553784667,0.25,0.521633127342914
SUP_00448,Advanced Partners,Latin America,Spain,Distributor,High,93.16071416592992,83.45541322102028,3.772987445727828,8275279.61223989,53.33360665650964,96.9057632384892,68.02574731828783,11,1,5.642499547629907,0.032951099401401396,0.6474610209029712,0.5643672283244014,0.125,0.33279219169633223
SUP_00449,Global Enterprises,Europe,South Korea,Raw Material,High,91.95890599198648,80.61738660041998,3.422525833876393,28312608.74333043,79.50922247105368,151.07914208596932,99.5834829656268,4,1,6.567870109644293,0.054834604531109554,0.7658703610787452,0.6569440489922435,0.125,0.39558375993451605
SUP_00450,Dynamic Partners,Africa,China,Component,High,58.41830595753417,76.19474403655305,4.26535406968272,15667182.902043212,88.5099278571842,10.798355883811906,60.29241954619763,13,1,3.3137104628600023,0.6655692532222058,0.9503937140379946,0.3313882485255825,0.125,0.6301234652053972
SUP_00451,Strategic Solutions,Asia-Pacific,Canada,Manufacturer,High,71.3969664953319,81.44400182873989,4.952027851197588,8952743.290633593,44.80130846574792,51.96621392350086,70.53933508571612,8,1,6.674991196239858,0.4292431983546451,0.7313819728958664,0.6676607607946099,0.125,0.5371440233695399
SUP_00452,Advanced Group,North America,South Africa,Service Provider,Medium,90.02774651110194,90.70165871868764,3.621201942790659,42966150.86058486,51.4200146830968,87.18846237047113,67.99441189096795,7,2,9.37739983673756,0.08999873415052673,0.34513011889438694,0.9380177511207114,0.25,0.3521420795526691
SUP_00453,Alpha Partners,Asia-Pacific,Spain,Raw Material,Medium,40.34011024524932,87.80680635142106,3.9219391844250793,20205962.18703611,48.5244978950685,18.40563285489926,60.5597364068185,11,0,6.520141271689504,0.9947518109573109,0.46591036677021824,0.6521691142218891,0.0,0.6681076572583677
SUP_00454,Global Systems,Latin America,UAE,Distributor,High,84.58759636856755,97.65699067874226,4.348002742139707,19957258.532550856,86.62846468943368,128.5336671321652,89.29471600589262,11,1,1.5856522944435123,0.1890574326447324,0.05493683384361647,0.15850817460919844,0.125,0.13630565813281761
SUP_00455,Alpha Solutions,Europe,Netherlands,Raw Material,Medium,92.16032540339054,84.51065429980082,4.083012564244976,8535839.406590668,23.547748956288093,73.89109745973714,87.73703208398385,17,3,5.796689129776276,0.05116699532504099,0.6034338088402649,0.5797928122808879,0.375,0.3549555032382734
SUP_00456,Premier Manufacturing,Europe,Singapore,Distributor,Medium,45.02291538834564,91.65272021588147,4.686855591418098,19184130.520484645,44.6736871062944,52.71689829692521,91.69403857419722,22,1,5.418955167669828,0.9094834689771407,0.30544953114659323,0.5420031843139476,0.125,0.5763288837976238
SUP_00457,Prime Manufacturing,Middle East,Singapore,Raw Material,Low,48.879622731810656,86.74374593940291,4.523485412939031,43587261.47412606,74.35268460761039,5.591298191472148,70.26794185858262,14,2,8.707001108984207,0.8392573906691788,0.5102638203426269,0.8709490703750549,0.25,0.6879719164454706
SUP_00458,Strategic Corp,Europe,Spain,Distributor,Medium,92.84104665242457,87.30182918218108,3.116594407724714,18188279.088957317,65.23547996522741,130.9703045562419,77.7734066833188,2,1,3.503030552129744,0.038771866661322485,0.4869792365896597,0.35032839280139777,0.125,0.2441681962017065
SUP_00459,Alpha Enterprises,Middle East,Mexico,Component,High,69.56470790021905,81.42658355049882,4.996842467847548,47582597.94686441,54.90314874349554,150.9166290527508,86.3645408648619,20,0,4.2294561005668,0.462606459842157,0.7321087056257682,0.42300216316621586,0.0,0.48927562825783644
SUP_00460,Superior Industries,Africa,Brazil,Distributor,Low,40.7808148959448,85.91881864420799,4.504804907438935,47318129.51545896,63.19585817771075,74.13209374426222,77.59074015552574,21,3,5.986590554864937,0.986727100613949,0.5446817838698172,0.5987911151194076,0.375,0.7153535984304062
