shipment_id,supplier_id,origin_port,destination_port,product_category,transportation_mode,shipment_value_usd,weight_kg,volume_cbm,status,customs_clearance_hours,freight_cost_usd,carbon_footprint_kg,route_optimization_score,weather_delay_hours,temperature_controlled,customs_normalized,weather_normalized,route_risk_score
SHIP_003287,SUP_00205,PORT_156,PORT_042,Electronics,Road,3590253.0037706923,9465.611257951346,489.97441391382085,Delivered,54.47840227036011,7103.433789029053,3390.8323728689525,90.86490369785452,8.181779426225061,False,0.7496996716436479,0.17039610360263754,0.46004788762314275
SHIP_003288,SUP_01997,PORT_003,PORT_010,Electronics,Sea,3128386.070231421,3043.374505003605,85.89200701082795,Delivered,31.863939650207666,19355.71382651937,2216.102946409837,70.16883441812347,41.75534128084664,False,0.4265948582571345,0.8699987727322661,0.6482968154947003
SHIP_003289,SUP_00532,PORT_016,PORT_154,Electronics,Multimodal,4333480.63385562,10096.42784231338,195.02098099628336,Delivered,36.31489698323987,16742.289765193702,559.6118813944283,73.28973448421722,16.64002919790194,False,0.4901880447341435,0.3466483029389332,0.41841817383653834
SHIP_003290,SUP_01124,PORT_132,PORT_026,Pharmaceuticals,Air,316599.56897291733,1234.8453625508407,212.2092666739404,Delivered,35.990093732152495,40492.21468182912,553.4190317941511,90.55431120948568,12.265413403259164,False,0.48554740853629735,0.25549047763576466,0.370518943086031
SHIP_003291,SUP_01701,PORT_023,PORT_151,Automotive,Multimodal,2654262.858754061,6916.621230931164,437.0744790599532,In Transit,51.18921811741542,5707.760507784211,4714.066970270267,79.8347788940806,46.91974775119642,False,0.702705354344062,0.9776141805573871,0.8401597674507246
SHIP_003292,SUP_00045,PORT_102,PORT_172,Food & Beverage,Air,1004021.7589298288,21689.95147388126,74.76255596809924,Delivered,53.221403050423056,2130.792500785637,1423.3625828359218,82.27509023609716,26.251516077029656,True,0.7317402575639683,0.5469315467621241,0.6393359021630463
SHIP_003293,SUP_00457,PORT_077,PORT_076,Automotive,Air,3396781.5612293105,13993.287014219424,183.238597677448,Damaged,50.05501581959008,49570.7337612838,4173.356209752105,89.62858701355981,47.46646695624934,True,0.686500404974412,0.9890066630343931,0.8377535340044026
SHIP_003294,SUP_01873,PORT_134,PORT_039,Electronics,Air,3918597.083766813,16510.793305103853,212.8292871684684,Delivered,66.76943859324741,25904.721203909998,3933.590453158042,85.22016563906499,41.0363878565298,False,0.9253082219832178,0.8550172900760638,0.8901627560296408
SHIP_003295,SUP_00227,PORT_055,PORT_171,Pharmaceuticals,Road,2391544.967158451,8634.568192909877,36.64816317633226,Delivered,45.95828848758194,44182.70562914695,1585.3898681198807,78.11003506550385,45.67645767085111,True,0.6279682902681198,0.951706620838869,0.7898374555534944
SHIP_003296,SUP_01339,PORT_136,PORT_052,Pharmaceuticals,Rail,1025130.8397441548,46556.92042254948,350.3341496664088,Delivered,46.40822209294373,33054.9592985066,4073.591637022046,98.19743646753406,7.458949540350291,False,0.634396730158051,0.15533384361144623,0.3948652868847486
SHIP_003297,SUP_00052,PORT_073,PORT_123,Food & Beverage,Road,3054894.829867581,44773.33719069951,461.88550346958345,In Transit,7.942295842944944,10847.517622890866,690.0977700769531,96.15498109525048,18.06827964831946,False,0.0848136544289021,0.37641004914937126,0.23061185178913668
SHIP_003298,SUP_01170,PORT_098,PORT_058,Automotive,Rail,706524.2383726701,16611.526413361335,396.4027623849547,Delivered,68.93948733440796,8926.856689845014,1004.8110475211344,88.89672473503626,47.13483729810686,False,0.956312858499652,0.982096195953073,0.9692045272263625
SHIP_003299,SUP_01305,PORT_081,PORT_076,Electronics,Sea,1874591.539571361,45876.58940620535,72.50939335977888,Delivered,16.36355180701366,42364.59265938042,4229.225005708285,95.36140716791454,28.941437272503716,False,0.20513260175271625,0.6029838672234088,0.40405823448806255
SHIP_003300,SUP_01147,PORT_114,PORT_100,Food & Beverage,Multimodal,3079725.86444138,22009.17960664482,129.6872640321243,Delivered,39.05901385578929,48508.63393753553,74.32966845242667,67.43889330147007,10.475212042624266,True,0.5293946969066233,0.21818643299483947,0.3737905649507314
SHIP_003301,SUP_01743,PORT_192,PORT_160,Electronics,Road,4718612.489644861,14849.908215066263,252.05801302904183,Delivered,70.5949468076034,29597.68695033145,1193.6996931930703,73.43397693768408,45.21843222691978,True,0.9799652854062767,0.9421623304686314,0.961063807937454
SHIP_003302,SUP_00471,PORT_067,PORT_018,Automotive,Multimodal,3321969.4899081383,49483.33314797086,58.692603847876654,Delivered,8.245132779194567,13407.590484767574,2862.587139578909,65.0279754374611,1.8188711180304773,False,0.08914044624425492,0.03780642917024645,0.06347343770725068
SHIP_003303,SUP_00897,PORT_041,PORT_042,Food & Beverage,Multimodal,3172814.696711532,21547.68563713125,281.83784839425624,Delayed,70.96532247272964,17981.836736625257,4117.232678608655,90.996098192365,8.760036880017434,False,0.9852570388374139,0.18244577708884702,0.5838514079631305
SHIP_003304,SUP_01321,PORT_040,PORT_002,Electronics,Sea,3624028.228949521,4269.840463442106,90.15587898080996,Delivered,57.00708064353439,31245.339172246026,2992.5677878553083,86.48312776220777,26.80495513247059,True,0.7858282397906049,0.5584640568384643,0.6721461483145346
SHIP_003305,SUP_00614,PORT_103,PORT_188,Textiles,Multimodal,853175.0493411953,29210.70887181702,448.1475774261645,Delivered,39.11089269418211,45768.581952287255,3280.7699046184684,60.76962130597774,10.235788453823927,False,0.5301359173671389,0.21319734716287989,0.3716666322650094
SHIP_003306,SUP_00512,PORT_155,PORT_033,Pharmaceuticals,Rail,3678929.475514375,9167.291889457025,216.7700872369689,Delivered,28.163394486285423,10593.854228866076,1553.7932132133644,94.16444228983715,42.12578573347068,True,0.37372320816751586,0.87771805878664,0.625720633477078
SHIP_003307,SUP_00786,PORT_039,PORT_174,Automotive,Road,1218081.550406268,30744.921840706484,78.72638000757314,Delayed,52.57231562769696,7585.081550226612,4584.122796920527,61.33713785281749,6.894979099395986,True,0.7224664015314771,0.14358188153157136,0.43302414153152424
SHIP_003308,SUP_01665,PORT_053,PORT_059,Pharmaceuticals,Sea,3716122.0894522015,2498.25172738781,133.73852700215994,Delivered,53.72959278077813,37510.27191947027,1074.7131517802463,81.75441822480482,41.58487053114364,False,0.739001033588113,0.8664465195630263,0.8027237765755697
SHIP_003309,SUP_01526,PORT_040,PORT_100,Electronics,Rail,4463058.297256746,5627.06521529542,14.401406165631744,Delayed,42.2579288670105,18154.774120960235,2721.1389482613263,77.27583910518231,29.06327662536375,False,0.5750992911346943,0.6055227439989801,0.5903110175668371
SHIP_003310,SUP_01703,PORT_052,PORT_185,Food & Beverage,Rail,2573800.777117571,15698.144514404576,189.0522180766886,Delayed,68.53132776656788,28817.2422086376,3763.35430638104,92.61612134324508,17.530984858432475,False,0.9504812664245272,0.36521395173373067,0.657847609079129
SHIP_003311,SUP_01226,PORT_037,PORT_190,Electronics,Sea,56601.12609081055,30854.72678875581,201.2915207041452,Delivered,38.506452205418576,1284.9379456104334,3604.78038851869,78.53110442764225,12.285656999024845,False,0.5214999557435733,0.2559123117471341,0.3887061337453537
SHIP_003312,SUP_00415,PORT_067,PORT_191,Textiles,Sea,3000726.053864263,32343.599901964582,306.2182479887178,Delivered,54.67728168563671,30297.13326273996,466.0842033010833,74.43098380121332,34.85424433814634,False,0.7525411672581447,0.726194375035605,0.7393677711468749
SHIP_003313,SUP_00614,PORT_147,PORT_073,Textiles,Multimodal,1726682.298517522,32415.42731026221,132.4332999962355,Delivered,70.48223556235625,21417.41369557856,1623.68769682307,86.27841023411312,35.49556187587411,True,0.9783549201071388,0.7395580885163726,0.8589565043117557
SHIP_003314,SUP_01607,PORT_162,PORT_159,Automotive,Air,2754352.525008322,25556.453771295928,443.23060404834354,Delayed,11.637118550264557,18216.038679012865,1244.8291872205857,90.14577296168216,31.43825502132712,False,0.13760354474806935,0.6550123165422775,0.39630793064517345
SHIP_003315,SUP_01446,PORT_085,PORT_167,Pharmaceuticals,Rail,2092551.6550204535,16599.895786536483,47.601016444828346,Delivered,37.327364981142814,12714.09158123737,346.4611894376044,93.26775704239864,4.183641487787195,False,0.5046537116401849,0.0870832878402991,0.295868499740242
SHIP_003316,SUP_00520,PORT_066,PORT_085,Electronics,Rail,3309908.234877542,43674.52426443142,406.4824256172333,Delayed,58.53302158427443,39797.98502103681,3505.193360680173,73.41803935963839,37.25279409964737,True,0.8076301667776866,0.7761751254383319,0.7919026461080092
SHIP_003317,SUP_00674,PORT_138,PORT_022,Textiles,Air,1581388.2571972413,22647.99959083266,180.16297165621617,Delayed,16.67670495349946,15205.55659905864,3269.855671001504,99.62487410634404,24.37522041380187,True,0.20960678673142663,0.5078334772824984,0.3587201320069625
SHIP_003318,SUP_01097,PORT_052,PORT_017,Food & Beverage,Rail,1887870.462848616,39155.91544746628,70.64552270310708,Delivered,8.38830218448226,7454.19291354849,1004.0944338531888,82.94052348903692,25.67336973842102,True,0.09118598341907665,0.5348841886834802,0.31303508605127844
SHIP_003319,SUP_00345,PORT_170,PORT_131,Electronics,Road,194629.91680403517,23641.513064204704,200.1893259536998,Delivered,67.59829407161388,38630.23971164112,3685.3795602096543,86.47806600303703,47.730530042794086,False,0.9371505195058365,0.9945091843624922,0.9658298519341644
SHIP_003320,SUP_01051,PORT_188,PORT_032,Automotive,Multimodal,713008.5883362952,42907.87392606489,366.4176116812672,Delivered,15.682147636674753,27372.26422218693,518.8317630398521,90.69262524307084,22.245184588387204,False,0.1953970192188227,0.4634479945846981,0.3294225069017604
SHIP_003321,SUP_01193,PORT_002,PORT_033,Food & Beverage,Multimodal,1911562.5913375376,1497.0066956285705,79.54763162688596,Damaged,11.584310600419023,33594.74034088155,4981.82954876207,93.1841324255499,18.55966297577105,False,0.13684904957978883,0.38664944790424627,0.26174924874201755
SHIP_003322,SUP_00775,PORT_129,PORT_192,Pharmaceuticals,Road,16299.202982586725,13485.66435041911,18.25386008072584,In Transit,53.69957280466353,45688.87061466431,2733.04318044572,72.70355863558923,4.700273590975687,False,0.7385721222784217,0.09784881816781688,0.4182104702231193
SHIP_003323,SUP_01824,PORT_178,PORT_010,Automotive,Air,73421.38763501447,39023.92983031103,96.63681522491964,Delayed,52.994621582098645,10343.104541941912,1219.943695998374,70.58012451962335,6.454924250740449,True,0.7285001105291596,0.13441206070600803,0.43145608561758386
SHIP_003324,SUP_00585,PORT_164,PORT_005,Pharmaceuticals,Sea,3157875.817663564,34597.39394517272,349.66618914676485,Delayed,63.97636729028334,25490.52641763069,2005.0118615429344,88.3402094518365,7.160199295885208,False,0.8854021319169773,0.14910851460596478,0.5172553232614711
SHIP_003325,SUP_01233,PORT_097,PORT_068,Pharmaceuticals,Rail,2235786.88524895,45364.34611909726,158.89732378970524,In Transit,54.41943026450252,40957.27013382049,3323.9406286292783,97.10394004864142,31.77662724785065,False,0.7488571073401007,0.6620632846182969,0.7054601959791988
SHIP_003326,SUP_01635,PORT_022,PORT_166,Textiles,Rail,9851.04806276224,29646.916081241983,485.3943582834456,Delivered,20.92799513943149,22167.8247699601,303.4472347267781,61.22187059121916,12.459154876530713,False,0.27034722285186824,0.2595276439158513,0.2649374333838598
SHIP_003327,SUP_00880,PORT_113,PORT_102,Pharmaceuticals,Sea,1268048.5800472607,47784.86235319285,30.186144120516968,Delayed,27.11382864792249,45481.809524429904,4906.567517374109,74.02545344641089,43.687964221441405,False,0.35872750475252885,0.910270584627468,0.6344990446899984
SHIP_003328,SUP_01936,PORT_082,PORT_169,Food & Beverage,Sea,3175597.840714872,45765.314459576126,418.7652233119613,Delivered,54.429483525100686,34828.84857286136,2287.219541295556,64.9472246544439,20.11803687706549,False,0.7490007436026136,0.4191226941319909,0.5840617188673023
SHIP_003329,SUP_00898,PORT_164,PORT_073,Food & Beverage,Air,998779.7490074314,46325.09463691722,468.90326438552944,Delivered,39.27097660507325,13278.567561335472,935.3965058543964,86.46948618830567,4.483799534276221,False,0.532423121048405,0.0933379524896369,0.31288053676902094
SHIP_003330,SUP_01963,PORT_121,PORT_189,Food & Beverage,Rail,3930015.283916265,30774.09689950221,140.46501883462057,Delayed,4.349728558197258,31911.019655326934,3792.695731128297,86.62144351759487,18.381145630671803,True,0.03348474152860213,0.3829295205501524,0.20820713103937727
SHIP_003331,SUP_01567,PORT_003,PORT_143,Electronics,Sea,1402906.183583757,44517.53174263166,221.28753953447992,In Transit,64.26077353013596,15539.730382092015,824.2480500139554,60.51659358200716,7.434401363811817,False,0.8894655946044193,0.15482231105785696,0.5221439528311381
SHIP_003332,SUP_00848,PORT_172,PORT_052,Textiles,Rail,4709624.411876155,21546.11581614073,278.88254463684666,Delivered,68.72496419384437,25241.55287463352,4466.063396281418,91.56267714484387,5.738569940261444,False,0.9532478526906208,0.11948473813523827,0.5363662954129296
SHIP_003333,SUP_01967,PORT_118,PORT_008,Textiles,Road,2601432.011519288,48742.67671291892,201.1061331044192,Delivered,17.473728535132025,14861.692705495598,252.04283258505032,80.90125260562289,17.56984638658195,False,0.22099428507412677,0.36602374453848446,0.29350901480630565
SHIP_003334,SUP_01569,PORT_144,PORT_184,Food & Beverage,Sea,882609.683921193,8395.521883070925,114.52332647300705,Delivered,16.50273735275168,45645.19224364848,4939.662299328371,68.12380190523814,25.834045696294083,False,0.20712121941465916,0.5382323389178731,0.3726767791662662
SHIP_003335,SUP_00725,PORT_139,PORT_098,Electronics,Air,575481.8384026177,15017.727893489706,180.9460181644748,Damaged,39.64089538321606,40241.56803518959,2190.600160342776,88.73568338061993,27.706931333292133,False,0.5377083466930546,0.5772593505972435,0.557483848645149
SHIP_003336,SUP_00657,PORT_010,PORT_030,Pharmaceuticals,Air,726965.0304872149,25647.359420181598,342.1861121693797,Delivered,63.6639987175655,36816.96483950886,340.3326804352393,94.42016863620889,7.949702416578374,False,0.880939156559523,0.16556010508405633,0.5232496308217897
SHIP_003337,SUP_00611,PORT_179,PORT_074,Pharmaceuticals,Rail,3517108.689954365,48063.45743582641,191.30332634984663,In Transit,39.91532061780049,35299.58458014001,4596.409964807206,69.22016300679157,24.782159441501825,False,0.5416292054681792,0.5163132337999832,0.5289712196340812
SHIP_003338,SUP_01846,PORT_170,PORT_078,Pharmaceuticals,Rail,785776.1406963695,28937.982951115093,175.69109220746287,Delivered,12.19155908741384,1022.2429211433092,2211.089126285791,60.67200676056251,21.976318592005956,True,0.145525130562357,0.4578453906810368,0.30168526062169687
SHIP_003339,SUP_01334,PORT_025,PORT_124,Textiles,Air,4696246.0319644725,3223.268827051229,131.6744437583738,Delivered,8.072222540017254,19995.99245854743,1567.7112391352916,98.92065504987352,27.793082415405497,False,0.08666998601265882,0.5790545586021582,0.3328622723074085
SHIP_003340,SUP_01024,PORT_120,PORT_162,Pharmaceuticals,Rail,1572372.7913389287,30927.795104143905,488.679761235354,Delivered,16.87225518706304,40802.50891280134,3888.311102872548,71.98016989460122,40.6051378410817,False,0.21240071656228382,0.846030943522305,0.5292158300422944
SHIP_003341,SUP_00947,PORT_006,PORT_187,Electronics,Air,325347.1250882175,47671.36568120912,463.0555862150879,Delivered,46.87536889753675,47173.96289495412,2838.901919575162,86.01818111176767,45.24557697563165,False,0.6410711041485976,0.9427279701446929,0.7918995371466453
SHIP_003342,SUP_00180,PORT_110,PORT_184,Electronics,Multimodal,811803.4224188845,21696.253784566838,389.6382593549632,Delivered,48.617980130850974,22625.223407642305,3290.518192843317,77.49980033703623,18.61001784030934,False,0.6659687144435017,0.3876987377528239,0.5268337260981628
SHIP_003343,SUP_00647,PORT_172,PORT_141,Pharmaceuticals,Air,1702677.9321579174,15132.153016429213,463.47335593930654,Delivered,4.374793702429082,4455.88717597667,984.6036971021406,83.40965036922768,14.494140703601936,False,0.03384286052906481,0.30193248384390964,0.16788767218648723
SHIP_003344,SUP_00438,PORT_008,PORT_179,Textiles,Multimodal,618352.6198082202,29991.89238600265,235.80250177697096,Delivered,67.79168195356058,18495.630340896438,4679.544316646412,93.45304834764192,27.349994595256064,False,0.9399135546730716,0.569821537006843,0.7548675458399573
SHIP_003345,SUP_01501,PORT_162,PORT_059,Automotive,Road,4237867.766085447,34231.6696662067,170.4376737194928,In Transit,13.732130160180386,29584.973476581363,4121.674720650552,71.99100822647388,9.642134376500206,False,0.1675360859998442,0.20082684030889258,0.1841814631543684
SHIP_003346,SUP_00395,PORT_041,PORT_062,Food & Beverage,Road,4789098.831213822,20219.341517124325,374.7729006425766,Delivered,3.1119480111047486,16926.691389977852,3402.2135835400304,73.75187813981019,36.39327214079356,False,0.01579991481397619,0.7582644891110495,0.38703220196251287
SHIP_003347,SUP_01726,PORT_110,PORT_029,Pharmaceuticals,Road,3788073.763736056,3918.369312833013,337.78567135792616,In Transit,43.52242530594264,40051.96733274615,3694.472675278829,63.81758100026894,43.96229294051376,True,0.5931658219557714,0.9159870202238155,0.7545764210897934
SHIP_003348,SUP_01566,PORT_001,PORT_093,Pharmaceuticals,Sea,3081124.2309158626,18754.47659061108,455.4130463315624,Delivered,62.78321582102552,43400.3553281143,4641.172365254117,81.9909239057698,6.143694602261702,False,0.8683549444913141,0.12792668707389712,0.4981408157826056
SHIP_003349,SUP_00594,PORT_131,PORT_062,Food & Beverage,Air,3996163.523656882,24406.9553427184,60.51267018050702,Delivered,66.99957127162973,2436.4984728930262,2155.2739234863143,98.39999690353284,8.681772519643784,False,0.9285962495323047,0.18081491183683052,0.5547055806845675
SHIP_003350,SUP_00057,PORT_052,PORT_135,Automotive,Multimodal,776269.4348483045,26016.28987461297,384.0380448678337,Delivered,10.081938550460452,33090.456392516644,3338.9256887544884,72.8994582245769,6.156894037378608,False,0.1153838638270926,0.1282017356397531,0.12179279973342286
SHIP_003351,SUP_01198,PORT_102,PORT_172,Pharmaceuticals,Multimodal,1889365.5336317352,35072.78194221039,217.05931161835971,Delayed,69.71658725129882,27245.772499500297,4258.971136988957,95.75254308283314,22.45662232265051,True,0.9674156968844098,0.4678539138579005,0.7176348053711551
SHIP_003352,SUP_01744,PORT_077,PORT_134,Pharmaceuticals,Multimodal,1068547.5315452637,920.9921871066394,391.1331929604025,In Transit,21.01404941888629,1501.077313291696,4614.503887605995,62.62950221832033,36.34907875084736,True,0.2715767259522239,0.7573435914804041,0.514460158716314
SHIP_003353,SUP_00326,PORT_171,PORT_062,Automotive,Air,2322123.4833674263,44185.89603749337,238.4297161418701,In Transit,7.006863564687284,38869.40057640779,4764.958762579244,74.58994216955139,45.6183343572088,False,0.0714486376792746,0.9504954527912578,0.5109720452352662
SHIP_003354,SUP_00322,PORT_047,PORT_068,Food & Beverage,Road,882425.5174776968,30332.231735623256,331.8329085836851,Damaged,23.64187774960321,16520.5968828085,3299.1662845085007,98.53049111058792,3.900208992831235,False,0.30912190209324153,0.08117714863326814,0.19514952536325483
SHIP_003355,SUP_00183,PORT_114,PORT_198,Electronics,Sea,4082305.78102604,26498.716632100302,342.5838920595865,In Transit,42.47421521438372,37683.05334737474,2878.757797177473,91.0100989093589,5.426476621664607,True,0.5781894888139352,0.11298136742785488,0.34558542812089504
SHIP_003356,SUP_00235,PORT_083,PORT_017,Pharmaceuticals,Air,4004171.837583199,8146.195643518925,358.2329241944151,Delivered,69.33407269560072,4252.615801948957,4408.352865992892,61.62377442754581,24.63762331461985,False,0.9619505086899168,0.5133014038192935,0.7376259562546051
SHIP_003357,SUP_00619,PORT_019,PORT_177,Pharmaceuticals,Sea,1843665.3003473023,6137.495302048003,232.9655115317553,Delayed,39.072737249775706,2537.537342931864,1634.4353460774223,71.73734340439356,10.842007637001114,True,0.5295907703100683,0.22582968449023325,0.37771022740015076
SHIP_003358,SUP_01210,PORT_070,PORT_152,Textiles,Sea,3616722.345836272,27998.085428361235,305.9241111784367,Delivered,49.043231336450674,16604.457423741478,4630.066439074634,63.28934364553084,16.384907854301808,False,0.6720445038060683,0.34133210879464043,0.5066883063003543
SHIP_003359,SUP_00266,PORT_047,PORT_140,Automotive,Sea,2129688.0576063767,35891.39619809092,395.37349647909446,Delivered,4.681717500524618,12327.397243690108,543.3239042976967,87.25019902988309,5.460696764735344,False,0.03822804350569525,0.11369444349449181,0.07596124350009353
SHIP_003360,SUP_01668,PORT_117,PORT_057,Pharmaceuticals,Air,1427828.121726508,38139.78243354229,231.79366560998736,Delivered,27.277112969206645,22431.75660356434,1461.6622088358356,64.64315026193671,45.68554332984486,True,0.3610604343933352,0.9518959469315355,0.6564781906624353
SHIP_003361,SUP_01009,PORT_078,PORT_157,Textiles,Road,1381213.5006373597,28591.5926209992,47.25753421417513,Delivered,48.459919310183786,13742.792127989736,4582.336588951478,87.20269873690603,15.31442738752657,False,0.663710415724527,0.3190255392668084,0.49136797749566774
SHIP_003362,SUP_00842,PORT_005,PORT_088,Electronics,Road,2453882.6059266427,17806.619525721642,185.5120836497084,Delivered,49.157873991906726,44186.73403093214,4469.174858451569,60.600891126132375,19.425927998088884,True,0.6736824641865309,0.40470059554271964,0.5391915298646253
SHIP_003363,SUP_00329,PORT_064,PORT_062,Automotive,Rail,66217.9240896902,7164.567989838085,189.72913064336595,Delivered,39.198587845920606,40281.22741727444,925.1678673722976,67.11916154591253,45.64893265618527,False,0.5313888644794934,0.9511330572172481,0.7412609608483707
SHIP_003364,SUP_01854,PORT_107,PORT_098,Electronics,Multimodal,3555391.6726616286,28353.67791625274,486.0875191313111,Delivered,32.86283565029313,7723.181899017154,3676.5426983433103,83.05200981900825,45.05854522379387,True,0.44086661483703826,0.9388306203977613,0.6898486176173998
SHIP_003365,SUP_01389,PORT_173,PORT_078,Textiles,Multimodal,1950391.747507508,16707.93174589388,324.75165621768616,In Transit,69.30787523051004,16320.120844322802,2337.8324073009003,89.78787095596871,1.0044410384931997,False,0.9615762116212001,0.020835413109128044,0.4912058123651641
SHIP_003366,SUP_00683,PORT_192,PORT_027,Food & Beverage,Road,702726.849861429,40461.267948436594,302.2838386855977,Delivered,61.500434819396176,13663.110876966488,3006.9963921337758,74.31835014027172,32.651475887446686,False,0.8500271724319478,0.6802932968522106,0.7651602346420792
SHIP_003367,SUP_01834,PORT_173,PORT_133,Automotive,Multimodal,3175788.9025442223,25413.78258470971,225.34239131100784,Delivered,8.208307118695116,9499.35220881692,4706.913690417263,60.73874851276938,42.35542517991552,True,0.08861429851466407,0.882503263596482,0.48555878105557304
SHIP_003368,SUP_00024,PORT_036,PORT_040,Food & Beverage,Road,3771029.04738943,11300.006863564902,28.88077715029553,Delayed,35.314641019181224,29199.96692220885,3882.847704796296,63.782605802829714,39.09150290019744,False,0.47589685762815787,0.8144899634703262,0.6451934105492421
SHIP_003369,SUP_01285,PORT_137,PORT_175,Textiles,Sea,591095.5701631918,41542.91717248164,430.7480830535804,Delivered,11.932041599014202,1915.9972586315985,1992.5267141675135,76.09885085538315,21.353067927946967,True,0.1418172666582561,0.4448581529848833,0.2933377098215697
SHIP_003370,SUP_01379,PORT_151,PORT_137,Automotive,Rail,520396.48721049714,45710.16346475787,391.6731338585602,In Transit,33.90361703013786,14873.331446285278,961.6948453579796,85.69910455531051,25.59666889000828,False,0.45573681003730887,0.5332859037440861,0.4945113568906975
SHIP_003371,SUP_00196,PORT_160,PORT_144,Pharmaceuticals,Multimodal,1944297.399145609,9255.89472775605,33.22253901629798,Delivered,48.99076051221227,46040.84331529501,4772.718114220656,91.0272852148254,22.22215164822797,False,0.6712948253300174,0.46296803638178,0.5671314308558987
SHIP_003372,SUP_00611,PORT_173,PORT_013,Textiles,Sea,3247482.272802165,27587.916830542268,200.4140822981371,Delivered,20.797036209395348,17972.082392855984,2613.000731734443,63.75110151149271,5.240393418172747,False,0.2684761432086616,0.10910378344058495,0.18878996332462328
SHIP_003373,SUP_01514,PORT_156,PORT_182,Textiles,Multimodal,2906360.8051054594,42383.43218822416,436.100199956548,Delayed,45.35020361901977,5065.914535051538,1502.855902162344,73.30169664173778,15.437458160272165,False,0.6192802594588068,0.32158924273594297,0.47043475109737487
SHIP_003374,SUP_01912,PORT_180,PORT_143,Electronics,Rail,4875043.254157242,43297.2857358453,212.06222484819148,Delivered,29.487098814108595,34069.75265187514,1932.634910526728,68.04773840087476,4.699202371842556,True,0.39263567347805983,0.09782649620603022,0.24523108484204503
SHIP_003375,SUP_01357,PORT_011,PORT_153,Food & Beverage,Air,2196476.616436175,29180.13101481238,147.03066092837344,In Transit,3.829598006465909,47409.94303196264,393.3755981452087,60.10863642779587,35.51431099446577,True,0.026053360660678197,0.7399487808554026,0.3830010707580404
SHIP_003376,SUP_00613,PORT_147,PORT_144,Automotive,Rail,1749552.785083377,26649.355921301853,116.4836159692072,In Transit,25.112482368630708,47260.17871418808,2936.19133509365,83.64487667931616,40.74516944621348,False,0.3301332097231118,0.848948908709821,0.5895410592164664
SHIP_003377,SUP_01888,PORT_064,PORT_044,Automotive,Sea,3799849.362142119,2452.575651071645,119.95961395242504,Delivered,4.944755853888015,32270.92113370138,1737.077118539041,84.3647047393404,43.926421936220194,False,0.04198621187363338,0.9152395436689952,0.4786128777713143
SHIP_003378,SUP_01965,PORT_065,PORT_116,Pharmaceuticals,Rail,4782108.875052457,36582.4586455857,114.98900355684238,Delivered,46.6613806324345,6712.212996933567,2198.775185587157,61.42586328970361,0.1061299671903235,True,0.6380137403887728,0.0021164929685270812,0.32006511667864995
SHIP_003379,SUP_01979,PORT_073,PORT_118,Automotive,Sea,4463200.432237147,9227.844789903666,59.70953188176763,Delivered,63.18131678374157,25422.81612356714,4218.640907605952,67.63547435571837,34.964393487368625,False,0.8740428239438525,0.7284896524664582,0.8012662382051554
SHIP_003380,SUP_00632,PORT_057,PORT_095,Pharmaceuticals,Rail,2062893.012139361,44216.90972731818,157.8649479182962,In Transit,23.33269050765673,31938.841293865746,4848.942199030956,69.67113859841203,11.432831377769054,False,0.30470438009466067,0.2381412130619181,0.2714227965782894
SHIP_003381,SUP_00321,PORT_066,PORT_047,Automotive,Multimodal,3159556.575531762,39452.068269552095,404.0083331868521,Delivered,71.81584515730232,48317.71421125533,287.7207615008873,75.13715204641723,38.0435184925621,False,0.9974089072189761,0.7926521646701078,0.895030535944542
SHIP_003382,SUP_01471,PORT_132,PORT_161,Electronics,Rail,719012.3048053507,49704.10858956697,429.23061382584746,In Transit,7.804833090389331,40692.99472263253,4481.284019170276,69.49828696997986,18.606532928632625,False,0.08284965122625698,0.3876261194967905,0.23523788536152374
SHIP_003383,SUP_01401,PORT_157,PORT_084,Textiles,Rail,3573316.954582721,27348.31055397008,28.0794417081533,Delayed,16.31369076793711,32114.05827094037,201.12036103390204,77.14268554763945,40.882098851363374,False,0.2044202106604897,0.8518022305509771,0.5281112206057335
SHIP_003384,SUP_00203,PORT_004,PORT_154,Automotive,Road,1755449.8086741094,23223.08472333794,275.2192385386325,In Transit,19.244570749470977,15622.051543626832,2049.0623394816994,71.98657166296772,15.493807495947005,True,0.2462952463576848,0.3227634448004276,0.2845293455790562
SHIP_003385,SUP_01114,PORT_124,PORT_040,Textiles,Rail,1116539.307476994,15296.085973077978,415.1699879938853,Delivered,30.480424946894907,12805.113232603337,2409.318322093347,97.95503471060266,3.506868737481552,True,0.4068278504117651,0.07298076203269399,0.23990430622222955
SHIP_003386,SUP_01731,PORT_129,PORT_071,Food & Beverage,Multimodal,680903.3369471201,2065.1596123349186,139.1677274984601,Delivered,64.92906547415404,19617.790552316244,3845.988337594596,87.41857441279983,45.8237429489171,False,0.8990138358112323,0.9547757373688532,0.9268947865900428
SHIP_003387,SUP_00177,PORT_092,PORT_173,Textiles,Sea,1293623.3742715926,31801.59814189964,145.8662298111715,Delivered,35.0046239448602,13156.713143303516,4681.269023739107,66.84550610398452,21.196425492141707,False,0.4714674793746209,0.4415940528973544,0.45653076613598764
