supplier_id,supplier_name,region,country,supplier_type,risk_level,financial_health_score,delivery_performance,quality_rating,contract_value_usd,sustainability_score,lead_time_days,capacity_utilization,years_in_partnership,compliance_violations,political_risk_index
SUP_00578,Premier Supply Co,North America,Poland,Service Provider,Low,54.673700218860695,83.96267018749046,4.626364294568923,33620615.31077285,72.62227257905428,149.92190857495768,78.58895025000149,15,4,3.5025689480345266
SUP_00579,Dynamic Supply Co,Asia-Pacific,South Korea,Manufacturer,High,67.82591900805167,84.20482829841545,4.909275304012937,1654381.8155873332,66.48979199432445,116.74188308354131,84.37846344043058,24,4,2.2761168836581334
SUP_00580,Prime Systems,Latin America,South Africa,Manufacturer,Medium,82.77503505372863,95.07888504882379,4.851577098989137,6713291.797115596,62.3919340644006,162.1953396430943,76.87433569469988,7,4,7.473245684517227
SUP_00581,Premier Systems,Europe,Singapore,Manufacturer,Medium,87.20776163833719,90.61891970032565,4.818530086910681,34334293.026993535,87.47523549317921,115.2296481424599,60.765054024949215,4,1,1.6996006255617446
SUP_00582,Superior Systems,North America,Australia,Manufacturer,High,86.46752469757797,89.74005240765342,4.0243399118677745,10657914.232359763,38.795885026671414,134.6430901381202,99.42077427611461,20,6,2.464925250702806
SUP_00583,Dynamic Industries,Africa,Poland,Manufacturer,Low,59.78215586726873,83.0194325372127,3.720284228277876,42886504.40433196,55.397674159481475,151.37803184543225,74.68463069362141,17,4,4.309314432700209
SUP_00584,Superior Industries,Middle East,Norway,Manufacturer,Low,77.79788889033756,94.62970024397855,3.9300706494613458,2976614.8411212647,32.43618337251658,14.579436284238959,91.14308747733068,22,2,3.3143806901461326
SUP_00585,Premier Group,Latin America,Vietnam,Distributor,High,57.20588086383211,75.92073267253683,4.3797920066267215,10813325.040139452,67.67532765845635,140.80856780214154,73.02585968749813,4,1,5.853922110366443
SUP_00586,Innovative Supply Co,North America,Spain,Component,Medium,43.34980487793505,95.89913213611472,4.767995553742374,49928084.41182918,40.04355394170561,112.39863432367594,79.00067027973675,19,1,3.3784061907484766
SUP_00587,Dynamic Industries,Middle East,China,Service Provider,Medium,78.58608960816183,87.30599759505431,3.413972606000239,21682151.324210294,46.70736514747087,17.163864390158814,75.53854570443985,5,2,3.929516358588919
SUP_00588,Innovative Solutions,North America,Singapore,Manufacturer,High,40.54051539133833,84.5580056367219,4.836386316923406,35163134.89405494,57.70005732988225,94.00113632702514,73.70156918038431,16,4,8.62886608249486
SUP_00589,Strategic Supply Co,Asia-Pacific,South Korea,Distributor,High,62.50504231021687,86.93201473722445,4.630360463939779,9174019.290407833,22.141646856250226,19.43016364719193,60.87405508831115,3,2,8.845314396280024
SUP_00590,Advanced Manufacturing,North America,Japan,Distributor,Critical,58.115859811614165,91.01797273281194,4.957712030356469,30512943.312527608,27.355034873667012,133.79076030156392,74.40083751418014,11,1,8.277111908134074
SUP_00591,Dynamic Systems,Africa,Brazil,Distributor,Medium,78.13576461853688,75.30637023642953,4.760503546563374,36318998.115052454,74.87433765665756,100.63779993212954,95.57959961598121,22,4,8.648309327046327
SUP_00592,Alpha Enterprises,North America,France,Component,Medium,82.14350100182084,95.91724455499795,3.559874659383813,15758107.961532202,54.31759845740058,171.87536904715202,87.61573354374735,15,1,5.69728669339117
SUP_00593,Dynamic Industries,North America,France,Service Provider,Medium,56.72520497842061,85.72174860747343,3.211911822688095,41453410.743195094,89.18321775999163,37.04869002505972,65.81691436381759,19,3,6.462332147513839
SUP_00594,Elite Manufacturing,Africa,Australia,Component,Low,84.63948579446694,83.23119647280188,3.2244821439831775,30190708.04469055,75.57376029153596,111.05585419106623,83.64620018490956,21,6,5.571731665549406
SUP_00595,Global Partners,Latin America,Poland,Raw Material,Medium,56.165421827771354,78.31789357521737,3.5824466371565524,19486694.33027076,20.648075331785797,42.02687354983599,95.68923439795486,24,0,7.8558808405292
SUP_00596,Prime Technologies,North America,Norway,Distributor,Low,64.54794979926086,85.5471689846026,4.228367447969078,27904237.54749077,69.33698646137078,112.46137232729471,88.00136163859422,14,3,5.510004857614442
SUP_00597,Alpha Group,Africa,Thailand,Raw Material,High,79.98601898577736,86.9117465108251,4.608640652194345,28859204.32942442,27.49798928477731,131.46369791314987,65.94737569426786,16,3,1.1107696455078053
SUP_00598,Advanced Manufacturing,Middle East,South Africa,Manufacturer,Medium,78.11061260736338,84.68752066784347,4.79850061396313,8318487.870058607,82.47465438323954,131.40325763266924,94.71329986937987,24,2,8.095801204568598
SUP_00599,Strategic Enterprises,Asia-Pacific,Japan,Manufacturer,Medium,94.305265977171,91.28784225184553,4.247506768738465,20166481.87485496,99.32061506228015,147.63794836945672,72.06176053155461,6,0,7.605851706775364
SUP_00600,Advanced Corp,Asia-Pacific,Norway,Component,Medium,52.38385633187625,85.10151669022142,3.0112626254961077,17204357.87157368,62.49590353932092,154.37128989270542,78.16304577249367,5,4,8.203005952826253
SUP_00601,Global Solutions,North America,UAE,Service Provider,Low,76.42748524467703,98.07402186831776,3.3726335530370672,20075090.99282735,74.62236001553043,18.52255209675598,81.04571038756586,21,6,1.9042946338976185
SUP_00602,Strategic Manufacturing,Latin America,South Korea,Raw Material,Low,73.53250495516775,89.38266042776621,3.199452407706736,38067473.89483863,38.98513287158012,65.07175248767072,94.0202641751278,17,3,2.7161705271496706
SUP_00603,Advanced Industries,Latin America,Norway,Service Provider,Medium,90.33041499695165,94.37947045564582,3.72664895113802,24152793.452960297,55.00781950030348,125.246441062966,97.26429980590643,16,3,2.9575169726353003
SUP_00604,Elite Supply Co,Middle East,Thailand,Component,Low,48.599917790468126,77.6245416746275,4.002701987267492,47018791.85430125,88.48762657891069,92.25260029346212,97.18611511162224,2,1,5.080805361856736
SUP_00605,Premier Enterprises,North America,UAE,Manufacturer,Medium,81.34889899728131,84.53499103070173,3.086794357157122,14719136.847253889,33.3938358197001,38.368290682088514,60.318167251141624,11,1,1.3387708416345978
SUP_00606,Superior Technologies,Asia-Pacific,Netherlands,Service Provider,High,71.25477389478226,83.08434483473167,3.6969559515913106,20814393.735332202,41.24284844910097,101.72417477917215,96.87553942341829,4,2,3.8538175327486734
SUP_00607,Prime Enterprises,Latin America,Italy,Service Provider,High,55.1066228383348,88.66757731527821,3.3583593492506454,39358492.683428116,55.634694022882414,76.30123923407517,62.17547864006289,6,2,1.821581610790296
SUP_00608,Alpha Corp,North America,Italy,Manufacturer,Medium,66.09392027809457,95.66672448147422,4.294140332517748,27323928.436371475,76.97991134752112,73.25669858950339,70.63094627269741,7,2,2.647627130327365
SUP_00609,Innovative Industries,Latin America,Italy,Raw Material,Low,58.35771283883888,76.88011722628816,3.92854473864868,27374055.913901165,50.0707163836539,146.70690055124118,80.59951418911332,17,2,7.063876345584274
SUP_00610,Superior Partners,Africa,Poland,Manufacturer,High,71.86223715336536,76.74179515307306,3.9906352938678173,2714341.142108917,94.2185823826403,76.32970842063172,79.19702756017577,8,2,8.54811156317281
SUP_00611,Innovative Systems,Latin America,Norway,Service Provider,High,88.89503359480662,95.40762499578237,3.855383576066922,19960053.15278687,27.556564101497536,9.62953845907423,84.18839175549567,1,4,0.22905866597183855
SUP_00612,Global Technologies,Asia-Pacific,Japan,Raw Material,Low,71.31177414267111,80.10840206492058,4.912039420973134,13573149.934465537,49.664335803587804,15.161084305940973,79.17784914948024,15,2,5.658969633550004
SUP_00613,Elite Manufacturing,Europe,Sweden,Raw Material,High,74.74473300796213,91.05007810679552,3.4294702502431265,49966789.38541421,76.71632987427375,154.84270729603355,97.37502718561683,20,0,0.3605976206226713
SUP_00614,Superior Group,Middle East,India,Manufacturer,Low,68.53113159130902,88.02907517665932,4.033328519687749,15452335.778083898,38.07894125291939,173.10514175219123,69.62195392858348,12,2,0.8524924501155029
SUP_00615,Dynamic Industries,Middle East,Sweden,Service Provider,High,42.81410285450117,94.98944627729351,4.472034736730672,44230601.91295348,72.51305073837383,125.47163387974882,70.96098776153943,15,2,7.050840346141091
SUP_00616,Dynamic Supply Co,Asia-Pacific,France,Component,Critical,52.807220628185185,78.00213383607368,4.113688826269125,33827875.06527185,33.13735665818768,68.76445146751404,96.82951742772224,23,3,7.356081065021166
SUP_00617,Dynamic Solutions,Latin America,Norway,Service Provider,Low,67.06009511876455,78.11479117734267,4.858041771433602,17078774.639144916,24.47842278893491,169.2550552640773,63.06958054981025,22,2,8.139806731727987
SUP_00618,Innovative Systems,North America,Netherlands,Distributor,High,57.06294060595876,88.36364064667939,3.755936711282568,27199542.199787475,29.681257339891907,120.99054011575377,84.3824328761924,15,3,4.742415117703049
SUP_00619,Elite Industries,Latin America,UK,Component,Medium,49.996997876865684,97.71308768060089,3.927351611546356,42034767.20346223,94.39878265073078,152.75837110988408,87.26943808262443,9,2,8.598074820161882
SUP_00620,Superior Industries,Asia-Pacific,South Africa,Raw Material,Critical,67.7273063055141,84.9599462008981,3.1770446304294566,44174246.48664405,64.14007063516411,139.02415320647663,80.22166893718958,16,4,1.6683829164162434
SUP_00621,Elite Partners,Middle East,UAE,Component,Medium,57.75453863963177,82.84661040611267,4.217998222103857,8061674.056556953,83.70766203837192,71.34938026020367,87.76927515292549,2,1,2.497164136350026
SUP_00622,Global Solutions,Latin America,Norway,Raw Material,High,54.195920374537806,89.56054375674925,3.5764239368962123,17011678.403348073,46.6123600724041,88.77288514888747,66.91018584047868,15,1,1.3450214760197132
SUP_00623,Dynamic Group,Middle East,Netherlands,Raw Material,Low,65.51919795922095,97.33076641308074,3.3206180790311377,16794397.851667903,67.41269183083574,37.57312701441741,94.1052893108616,15,1,7.975372605818766
SUP_00624,Premier Partners,North America,South Korea,Component,Medium,47.330634194519526,95.08626798827098,4.089062585809016,2150137.563993437,59.59617069639933,56.10246757712846,65.60102757879542,7,1,2.286751183866189
SUP_00625,Elite Industries,Middle East,Norway,Raw Material,Low,91.0260153191474,98.89160665759728,4.064620526759821,29931976.104602233,95.65903675218352,141.1719907251413,76.03249777263,21,2,1.5551124275829564
SUP_00626,Prime Group,Middle East,Germany,Raw Material,Critical,87.72361538555815,75.54164599685706,3.151743282448095,42748261.64695979,79.80597088432883,161.44621857954394,63.01030405232823,13,3,6.231106875880562
SUP_00627,Alpha Group,Europe,Vietnam,Distributor,High,78.91913221572943,77.7085954731063,4.396430906988946,19109640.671884615,78.44341051972633,131.78057406899705,81.80844315269601,23,7,0.770820263606744
SUP_00628,Elite Technologies,Europe,India,Service Provider,High,45.84176051736509,89.62722632079893,4.247544381301706,37014795.45195964,23.708261554742364,86.4053969149117,86.78983229702557,17,3,0.44900277220172535
SUP_00629,Premier Partners,Africa,UAE,Service Provider,High,82.67324899583312,94.69383454401239,3.378034565492994,31403635.65935696,63.97357352029529,20.13912206445582,97.64886540381161,11,2,1.067176485524589
SUP_00630,Global Systems,Europe,Argentina,Distributor,Low,84.43765304599604,81.8458642153624,3.9388697243080877,18813654.337875392,57.35931631214519,14.965891022228437,89.57344783584003,10,2,0.0024088398716759496
SUP_00631,Premier Corp,Middle East,Saudi Arabia,Component,Medium,82.22705397428857,80.74106611282124,4.44064583295712,7095936.984640239,94.22738132849557,70.50697380724942,81.64411665816604,1,2,6.969901542217924
SUP_00632,Prime Systems,Asia-Pacific,Saudi Arabia,Manufacturer,Low,46.26812379155827,93.88741918514881,4.058871481082553,35480726.44615957,40.58735905516258,86.16880078434104,97.30468068681336,14,1,5.622353217144786
SUP_00633,Premier Industries,Middle East,Sweden,Manufacturer,Low,75.41493763872705,76.35316449247756,3.79097815236714,42735530.188614964,41.58667626328754,111.59610888732695,79.13747352163506,5,1,2.098751090377239
SUP_00634,Global Corp,Asia-Pacific,Norway,Manufacturer,Low,85.88786376621692,83.86518354198205,3.6446769161618873,34308431.89545452,52.90769991052003,6.135666242724511,82.44822612395478,8,3,2.3300494797759583
SUP_00635,Global Technologies,Asia-Pacific,Australia,Distributor,Medium,71.75443706708172,87.13942134221591,4.220787733288107,943030.2775391623,39.469577072510084,178.2015058316036,83.84394110680383,1,3,8.109685984700397
SUP_00636,Elite Partners,Europe,Sweden,Distributor,Low,75.5524056375449,88.44836818440777,4.878217396620482,10850833.074830012,30.33471342469996,68.68930459570751,76.39918903546267,7,3,5.018201158603004
SUP_00637,Dynamic Solutions,Latin America,Thailand,Raw Material,Low,65.20999136844684,92.48676376302664,4.343489680954967,3520525.2449324187,88.59318773206407,153.41656616519626,93.53930762263298,2,2,6.985283570817397
SUP_00638,Premier Systems,North America,UAE,Manufacturer,Low,69.0789025936229,83.51629736233579,3.1494918072726312,28540785.67383253,64.66212195231327,98.61917349144576,67.40703755380237,7,4,4.527554512749155
SUP_00639,Global Corp,Europe,Japan,Component,Low,41.89072720934489,89.70442427219058,3.9213699469642673,37836060.0580786,88.90901751652534,27.826904543335637,82.19368761486432,7,2,2.377180260207923
SUP_00640,Innovative Supply Co,Europe,Australia,Component,Critical,75.14296620853065,89.04901014698295,4.781648263021255,5573430.394079539,86.49078123229567,144.57397169354132,88.88933024748776,9,2,9.704028006829068
SUP_00641,Advanced Industries,Latin America,USA,Manufacturer,High,44.479596709013755,88.14278641568993,3.1889248516021738,41924974.13863959,42.56338838317369,129.2197381109783,96.1590468750631,22,2,5.656475633753974
SUP_00642,Superior Manufacturing,North America,South Africa,Manufacturer,Critical,63.92580268871228,90.3715990354131,4.977751424275087,27797673.470854387,63.81899554594192,97.3013148626149,95.35673585737113,4,1,1.309819037679124
SUP_00643,Dynamic Supply Co,Middle East,Germany,Manufacturer,Medium,56.09603037170743,81.22678010563384,4.898138787290843,34513952.15647916,26.657416219205636,95.0467909834115,80.34961157720568,23,2,4.060900421839068
SUP_00644,Alpha Industries,Africa,USA,Distributor,Low,69.99853726164422,77.0315700860311,3.1565489614597517,48571522.33800188,93.22015072246067,20.308931006412408,85.72645804653366,7,0,3.293374119469007
SUP_00645,Superior Supply Co,Africa,Singapore,Distributor,High,47.33789845377639,77.86252012895385,4.866826640899109,4229865.362972481,52.341017205212246,119.77356600042796,75.76950944517205,20,3,2.1408746858852137
SUP_00646,Elite Partners,Middle East,France,Distributor,Medium,78.0403871085325,80.38997718369363,3.7262651805189244,45066139.94774057,51.49409471112171,164.46790225700246,78.72711051520801,18,3,9.334399892402596
SUP_00647,Global Supply Co,Europe,Canada,Service Provider,Low,83.72563453106588,87.00475045254684,4.689418334151725,6348829.664571095,44.220429649436255,21.317860863737714,96.25063170292198,13,3,8.809199954597526
SUP_00648,Strategic Manufacturing,North America,Sweden,Component,Low,48.98449473587361,95.17062601310448,3.836766675426543,19678292.39150228,56.85309957685631,51.11450386355836,97.22815972769897,11,3,1.991471165201164
SUP_00649,Global Solutions,Europe,Canada,Component,Low,45.737219804353515,91.83104021012122,3.8817102254050315,42579362.88173916,40.14075092363584,162.9038953523673,95.8165623226808,9,1,3.5214788905551675
SUP_00650,Superior Enterprises,Asia-Pacific,Italy,Raw Material,Low,48.00335155330475,93.93697450084913,4.268486181955085,45317399.12505652,49.98818182374436,54.76018421846383,65.53483447254553,14,1,7.623153916708216
SUP_00651,Innovative Industries,Europe,China,Distributor,Medium,88.2420159044176,83.42341497422619,4.548954838551967,25343265.09358001,83.99576388679054,119.4401426314871,94.00336085322544,8,2,2.0850604814021567
SUP_00652,Superior Manufacturing,Europe,Vietnam,Service Provider,Medium,69.05040939659959,84.7116897995652,3.0675783018964973,29725526.681857485,86.74044028681375,98.59317886505023,97.93454924085921,21,2,5.915648626042445
SUP_00653,Advanced Industries,Middle East,UK,Service Provider,Low,65.69935478041265,84.4483652637747,4.186311991054269,35421959.36319793,44.33459821028129,109.35733087567586,74.44998778294419,14,0,6.997939421248166
SUP_00654,Dynamic Partners,Middle East,Japan,Component,Low,45.869150050629486,79.60495642570804,3.373465988194742,41646295.48921307,57.52115444422303,77.7630577760193,80.74585157686677,21,0,6.539723257107664
SUP_00655,Premier Industries,Middle East,Sweden,Distributor,High,75.7255803716329,76.46919979544573,3.691899035726406,6119482.918406425,89.90558210240418,57.498507346899444,91.16381023251984,17,0,7.064086402755006
SUP_00656,Premier Systems,Africa,China,Raw Material,Low,87.73997755422994,89.18198622785344,3.695937332310433,40512961.94604992,24.21386654637577,13.49335387769207,82.48312550262595,14,2,7.06699589028763
SUP_00657,Alpha Partners,Asia-Pacific,France,Distributor,Medium,85.55022281278991,98.74120040209407,3.9381206804423075,24089743.718055256,91.13159695966283,135.24916437647872,99.73934086824997,24,1,9.648059198489284
SUP_00658,Prime Technologies,Middle East,Canada,Manufacturer,High,74.43300899394407,79.00391291880631,3.6682728237523468,22558640.08415304,37.53474765218654,135.5663558839897,78.22853460627314,5,3,3.464988895203196
SUP_00659,Innovative Partners,North America,Norway,Distributor,Low,44.14032941584205,76.12043567758258,3.2147222369013355,21223792.612250064,74.28313953715006,122.37700451377655,88.5577084482951,10,1,8.785904243758395
SUP_00660,Prime Systems,Africa,Japan,Manufacturer,Low,46.18183649468071,93.70876036377439,3.2912574770509027,25485118.68303983,66.60413571076802,117.6359129209336,91.70364560786177,6,2,0.2180706251510678
SUP_00661,Superior Supply Co,Latin America,Italy,Manufacturer,Medium,42.711994291040355,81.06206416043338,3.0668759711221956,47255275.142060444,64.23525985514017,47.650498129317086,79.76401663033758,10,3,2.882029633232832
SUP_00662,Alpha Enterprises,North America,Vietnam,Raw Material,Medium,54.16135690708581,94.91145132847028,3.9404981706575084,27432778.45096797,88.74881798022571,8.910363409100961,94.27935222845502,11,1,0.48655781999131564
SUP_00663,Advanced Industries,North America,UAE,Component,Medium,47.46138069382078,91.89448000882837,4.908895389705977,47661218.036243804,28.125771491572902,146.52519445495196,81.84618364828786,24,4,6.512039599558403
SUP_00664,Prime Group,Middle East,Canada,Distributor,High,54.302642213883864,97.69616488921932,3.231350447296233,9055492.024251247,47.762242026050885,90.94924374676971,76.46603187206526,6,1,1.0079037073161956
SUP_00665,Innovative Manufacturing,Latin America,India,Manufacturer,Low,61.178193064542896,84.81425365816013,4.892528986006164,36220592.142690025,63.06021970758125,58.69667287295821,64.31294695407789,10,2,8.457068636520463
SUP_00666,Elite Enterprises,Latin America,Brazil,Distributor,Medium,91.86405312391247,90.88727614681522,4.4667230294641875,40621364.953506924,84.90310831568318,22.838083686599763,75.73654305401696,14,1,6.465916837902598
SUP_00667,Dynamic Manufacturing,Africa,Germany,Component,Medium,73.57068328799306,86.1565147395185,4.274997605868326,33972485.125176355,37.31544667293372,15.97627840774297,89.35745818933137,20,4,0.28815401053605694
SUP_00668,Innovative Enterprises,Latin America,Poland,Component,Low,85.92355821256294,90.13412873540504,4.290555510647126,30365767.897315692,84.2343873099421,66.05167631415603,96.85145646720429,3,4,7.14777365434623
SUP_00669,Advanced Technologies,Asia-Pacific,Sweden,Service Provider,Medium,79.06933253917828,85.7903737441857,4.653455296792564,28262398.415254805,51.97107859951486,145.8289863342146,70.06717615441241,7,0,8.620349472569611
SUP_00670,Innovative Technologies,Middle East,Thailand,Component,Low,46.187672178964746,79.5271739141778,3.213839728759643,43053477.604805864,35.11310851469563,165.77665613342035,74.20942069322011,2,3,6.611210076621495
SUP_00671,Strategic Technologies,Latin America,UAE,Raw Material,Medium,80.47562235056719,87.18953798408114,4.009508647131083,41091247.528366774,80.71891523547862,161.9314888072863,66.15843976417705,7,1,0.30524215935032184
SUP_00672,Premier Manufacturing,Africa,Spain,Manufacturer,Low,55.130438485751846,87.68602083449862,4.3941822765215175,6158321.622970946,27.271912117963826,166.0001460811896,87.62891576915875,17,2,8.579195484604066
SUP_00673,Advanced Industries,Asia-Pacific,Thailand,Service Provider,Medium,75.15093158470884,94.45449235824387,4.173640890147127,42436953.46869236,61.181389926035436,163.85193504763498,98.407537200397,13,0,7.32463912934035
SUP_00674,Advanced Industries,Europe,Netherlands,Raw Material,Medium,58.75290855036437,92.65249693904595,4.6655581420465895,20732727.541050103,25.110062708951073,97.26433153006927,85.63808879392703,21,2,3.784513124839842
SUP_00675,Innovative Industries,Europe,UAE,Distributor,High,94.87197447955626,90.93099897459466,3.144543418022703,12722156.658290748,48.51342841262301,43.39773674745817,84.68306120024906,9,3,3.2863025831550265
SUP_00676,Dynamic Corp,Asia-Pacific,Singapore,Manufacturer,Low,54.49533137232278,77.72129029326175,4.381402078998332,43494939.9722956,68.0861439205114,144.65815199644356,82.13959722001735,13,0,4.798201814074401
SUP_00677,Prime Solutions,Africa,Spain,Component,Medium,55.35217589258483,92.29479097592916,4.068055460769435,21629638.741705395,64.48924331897705,42.399770599201325,63.53822962742146,15,4,8.671017509378709
SUP_00678,Alpha Supply Co,Asia-Pacific,South Africa,Manufacturer,Medium,91.1869740559319,87.00732375250836,3.7583217279598866,40427816.274331994,52.37243343237332,51.76127343239959,89.18015305717535,13,0,2.5205935186955752
SUP_00679,Prime Technologies,Middle East,Norway,Distributor,High,41.35544225499775,96.45838886654782,3.680549964468062,13207010.417194434,54.32383951776926,45.81950631894598,84.08198174197403,17,6,1.0096381124120113
SUP_00680,Advanced Enterprises,Middle East,Japan,Service Provider,Medium,78.31789433302583,97.07690241913303,4.241665265548386,246269.6050397792,38.14156426806132,95.12192064676601,86.45907075425148,8,4,8.6463637296105
SUP_00681,Dynamic Enterprises,Europe,Norway,Service Provider,Medium,79.8929514904733,76.32375817444284,4.781990749288529,24798186.68550207,56.470607073928235,61.31981392958898,95.95244372109687,9,7,0.26289848880722944
SUP_00682,Global Systems,Latin America,Sweden,Service Provider,High,86.00082175757197,94.69539744850749,3.9923518522022308,5056401.419312069,96.26038845766674,31.977308684434757,91.35843148244072,9,0,9.109970222440646
SUP_00683,Alpha Systems,Africa,Canada,Component,High,93.59416208511615,75.90473737014409,4.64944632815384,37731078.97846924,88.03623342270323,84.30534708142942,91.23661008618105,8,2,3.057451943014007
SUP_00684,Dynamic Industries,Europe,Singapore,Raw Material,Medium,93.65810555361588,83.81207101668055,3.804312763687935,13839953.046667047,31.618629526107505,157.9337667874042,97.0873507551739,16,0,5.082227016882676
SUP_00685,Alpha Supply Co,Latin America,Singapore,Raw Material,Medium,43.590221666155514,88.0151994149059,3.204788925586353,22210100.04784376,22.382462985673676,104.84674961624513,99.59739805851999,20,1,1.3229552475222806
SUP_00686,Elite Corp,Latin America,Australia,Manufacturer,High,85.20116275140964,78.55441916705107,3.123011472917277,4397326.576323135,94.68194501733045,158.70873103032773,83.25130927844239,7,2,9.022549693766852
SUP_00687,Superior Group,Middle East,Sweden,Component,Critical,75.54704635115597,92.91153150165785,3.102668742647355,14368629.45994027,62.13997999045981,39.27763238884904,64.35526464124663,17,2,7.4983622338440465
SUP_00688,Advanced Technologies,North America,South Korea,Service Provider,High,75.60381739052002,75.20051290013133,3.76030028391534,39085437.65076567,63.027025851944614,34.22042789269695,78.36519631101746,7,2,9.241555866080342
SUP_00689,Prime Technologies,North America,UAE,Service Provider,Medium,47.059245963808216,79.04637716241689,3.674475501671684,7621816.199520857,82.45743965652179,105.72599699722355,91.50404585846577,6,1,6.832290511181625
SUP_00690,Advanced Systems,Asia-Pacific,Canada,Distributor,Low,75.76029415451093,88.93912391648342,4.4358740472451395,32375620.07829152,45.175117909706124,86.08255777059779,61.10901299047397,5,4,1.8469377674232612
SUP_00691,Alpha Group,Middle East,USA,Distributor,Medium,94.03654193306863,92.14530148889502,4.485643003169732,45875421.347584836,58.55260550688017,120.53021228821746,62.275497534245964,17,2,3.082670029862493
SUP_00692,Innovative Supply Co,Latin America,Thailand,Service Provider,High,90.15002132466958,96.99943446465399,3.10170793766748,34007846.14989813,97.493033051739,144.0596884296868,62.686311295312855,8,3,4.868485751034734
SUP_00693,Alpha Partners,Africa,China,Service Provider,Medium,64.15218634426678,91.93191964643097,3.44224652577803,40560533.380146734,73.77189495459257,136.4787767391309,89.24143033313243,1,2,6.072582053602069
SUP_00694,Prime Solutions,North America,Italy,Component,Medium,42.19713853073519,91.12270248611678,3.5485237003177996,5493132.883730594,32.29960255966287,169.8957053902482,80.04666514252688,16,3,9.264594373362737
SUP_00695,Alpha Systems,Latin America,Poland,Raw Material,High,59.92614195001127,84.46418751241595,4.095223968285619,12574054.70880262,30.658139838748262,74.69487160247702,74.75591774082375,17,1,3.8395146578913897
SUP_00696,Global Corp,North America,Vietnam,Distributor,Medium,85.45146713803054,75.03082621264323,3.2890304478139005,44732215.66941752,36.34118066664043,41.117679893431635,64.22468181046943,3,2,7.030720219071459
SUP_00697,Strategic Systems,North America,Brazil,Raw Material,High,78.58245058058412,77.88382220965492,3.267882438800001,35769525.40022355,81.3369339536574,101.40971199088001,89.28961000823557,13,5,9.610088489108218
SUP_00698,Dynamic Technologies,North America,Spain,Component,Medium,65.2639010576676,87.82930907414494,4.887577778415916,31995713.627546694,43.630160307249284,24.38004603345748,72.84079242203599,8,3,1.52374063415453
SUP_00699,Global Corp,Africa,Netherlands,Service Provider,Medium,43.03058443373571,91.20311726026607,4.608405814595562,33205148.469278917,21.711107734006383,55.5489465830355,70.61296280258668,16,2,8.627095887795482
SUP_00700,Premier Partners,Middle East,Norway,Raw Material,Medium,63.47921003028165,85.01875881351509,3.3613098041823406,20739317.68751694,95.53394908045294,41.38040967105028,86.09276806214204,24,0,4.207060703931987
SUP_00701,Innovative Industries,Africa,Norway,Service Provider,High,65.79637168448359,92.53629627668137,3.8131356158109817,2275603.749301778,33.577073311592855,74.39865043948916,82.36043570387366,7,1,7.324217759293368
SUP_00702,Premier Solutions,Europe,Netherlands,Service Provider,Low,91.07055430917748,87.52469508797229,3.711243998515131,39232855.02643292,20.76465489184549,24.46290062538769,74.49642567253207,21,2,2.9353833873708366
SUP_00703,Advanced Supply Co,Latin America,India,Manufacturer,Low,75.25973569701877,76.7802286942635,4.582008148130814,33951726.148956925,38.97052819066584,10.572305295917124,85.65949883222352,15,4,3.3398421826600155
SUP_00704,Elite Enterprises,Middle East,Vietnam,Raw Material,Critical,57.14091041600569,79.60839002323077,4.020425832956244,23666582.9824306,38.80230296945069,119.93895081025556,70.84886081536473,24,1,0.2713322486806613
SUP_00705,Innovative Manufacturing,Middle East,Saudi Arabia,Raw Material,Low,68.89250454478967,95.15995735785464,3.255699473986934,44992992.78764446,53.76042006765785,111.79357120071585,91.79321046417307,2,5,9.714041531669595
SUP_00706,Dynamic Corp,Middle East,UAE,Service Provider,Medium,43.6330419302188,92.39790591898655,4.477984126312488,16841175.266005687,93.63118652000294,128.96281380676572,69.17275801230616,24,3,8.134525752307844
SUP_00707,Dynamic Systems,Middle East,Thailand,Component,Medium,93.49125296073552,96.47428768829988,3.7937759564498377,14751371.124350235,90.33479342232783,120.56762704748519,66.35350781528062,2,2,0.9391795792622049
SUP_00708,Dynamic Partners,Africa,Poland,Manufacturer,Medium,59.80329460618993,77.82137397890247,3.5258484952642943,43646176.43771817,56.55156439859424,25.001569199917114,91.29757637995499,10,5,9.995087956637745
SUP_00709,Alpha Industries,Middle East,Italy,Service Provider,Medium,66.28270452022247,98.76534083076177,3.7509972440414403,39859533.355211325,52.87199239934452,55.9388042407381,88.31568122791732,5,3,6.050245972029415
SUP_00710,Global Corp,Asia-Pacific,Vietnam,Distributor,Low,59.54061858303074,80.0257611347984,3.9955131272137927,25773241.54188482,64.4007269179881,27.667156732561665,67.30555902807194,4,1,8.537286379643831
SUP_00711,Premier Partners,Latin America,Thailand,Distributor,Medium,77.53814515639101,75.28271703087941,3.686231032834019,6580200.235919606,39.47632095774126,152.52017035849855,64.64983010759752,15,2,0.6666076327786896
SUP_00712,Global Industries,Middle East,Italy,Manufacturer,Medium,76.42276870812762,98.9381505372853,3.4838115451835154,10792819.99967937,24.174799357309027,135.70813968721657,93.53596353946769,13,3,3.8945117849192368
SUP_00713,Strategic Manufacturing,Latin America,Japan,Component,Medium,79.34272707910246,81.74577325068272,3.7970040576079604,32828588.12091989,95.13793089369653,40.26722551069243,91.06393928786753,17,0,6.696511223036099
